platform,account_name,dv01_id,as_of_date,loan_term_orig,loan_origination_date,loan_payment_date_first_contractual,loan_maturity_date_orig,loan_age,rem_term,fico_orig,home_ownership,inquiries_last_6_months,delinq_accts_2_years,number_tl_open_last_12_months,annual_inc,annual_inc_verified,credit_age,bc_utilization,revolving_utilization,state_borr,employ_status,job_length,loan_purpose,loan_rate_gross_orig,apr,eop_status,dti_orig,loan_grade,loan_ever_modified,loan_balance_orig,eop_balance,loan_payment_scheduled_amt_orig,pti_orig,dti_plus_pti_orig,eop_days_past_due
Prosper,PAR_2026_1,2468882,12/31/2025,60,12/17/2025,1/17/2026,12/17/2030,0,60,697,,,,,,No,,,,,,,Debt Consolidation,0.2861,0.02384,Current,0.4166,PP-E,1,3000,3000,94.51,,0.4166,0
Prosper,PAR_2026_1,2481217,12/31/2025,60,12/30/2025,1/30/2026,12/30/2030,0,60,650,,,,,,No,,,,,,,Debt Consolidation,0.1,0.00833,Current,0.154,PP-A,0,12000,12000,254.96,,0.154,0
Prosper,PAR_2026_1,2466719,12/31/2025,60,12/15/2025,1/15/2026,12/15/2030,0,60,704,,,,,,No,,,,,,,Debt Consolidation,0.2056,0.01713,Current,0.177,PP-D,0,15553.83,15553.83,416.94,,0.177,0
Prosper,PAR_2026_1,2469129,12/31/2025,60,12/18/2025,1/18/2026,12/18/2030,0,60,640,,,,,,No,,,,,,,Other,0.1038,0.00865,Current,0.244,PP-A,0,10000,10000,214.35,,0.244,0
Prosper,PAR_2026_1,2463425,12/31/2025,60,12/9/2025,1/9/2026,12/9/2030,0,60,645,,,,,,No,,,,,,,Debt Consolidation,0.2999,0.02499,Current,0.1041,PP-E,0,12000,12000,388.17,,0.1041,0
Prosper,PAR_2026_1,2468037,12/31/2025,60,12/16/2025,1/16/2026,12/16/2030,0,60,800,,,,,,No,,,,,,,Debt Consolidation,0.1155,0.00963,Current,0.5161,PP-A,0,7000,7000,154.12,,0.5161,0
Prosper,PAR_2026_1,2467590,12/31/2025,36,12/16/2025,1/16/2026,12/16/2028,0,36,666,,,,,,No,,,,,,,Debt Consolidation,0.277,0.02308,Current,0.1618,PP-E,1,4000,4000,164.81,,0.1618,0
Prosper,PAR_2026_1,2475589,12/31/2025,60,12/18/2025,1/18/2026,12/18/2030,0,60,713,,,,,,No,,,,,,,Debt Consolidation,0.0945,0.00788,Current,0.2034,PP-A,0,22823.61,22823.61,478.78,,0.2034,0
Prosper,PAR_2026_1,2460047,12/31/2025,36,12/3/2025,1/3/2026,12/3/2028,0,36,669,,,,,,No,,,,,,,Debt Consolidation,0.1102,0.00918,Current,0.1177,PP-B,0,10987.8,10987.8,359.83,,0.1177,0
Prosper,PAR_2026_1,2471613,12/31/2025,60,12/23/2025,1/23/2026,12/23/2030,0,60,732,,,,,,No,,,,,,,Debt Consolidation,0.1409,0.01174,Current,0.3818,PP-B,0,14284.14,14284.14,333.03,,0.3818,0
Prosper,PAR_2026_1,2462663,12/31/2025,60,12/9/2025,1/9/2026,12/9/2030,0,60,607,,,,,,No,,,,,,,Debt Consolidation,0.3025,0.02521,Current,0.1649,PP-E,1,4500,4500,146.28,,0.1649,0
Prosper,PAR_2026_1,2473256,12/31/2025,60,12/24/2025,1/24/2026,12/24/2030,0,60,734,,,,,,No,,,,,,,Home Improvement,0.126,0.0105,Current,0.1083,PP-A,0,16302.58,16302.58,367.6,,0.1083,0
Prosper,PAR_2026_1,2472210,12/31/2025,36,12/23/2025,1/23/2026,12/23/2028,0,36,678,,,,,,No,,,,,,,Debt Consolidation,0.1894,0.01578,Current,0.3523,PP-D,1,11109.88,11109.88,406.91,,0.3523,0
Prosper,PAR_2026_1,2470576,12/31/2025,60,12/11/2025,1/11/2026,12/11/2030,0,60,636,,,,,,No,,,,,,,Debt Consolidation,0.2779,0.02316,Current,0.2082,PP-E,0,12500,12500,387.62,,0.2082,0
Prosper,PAR_2026_1,2464017,12/31/2025,60,12/10/2025,1/10/2026,12/10/2030,0,60,653,,,,,,No,,,,,,,Debt Consolidation,0.136,0.01133,Current,0.1186,PP-B,0,19228.66,19228.66,443.44,,0.1186,0
Prosper,PAR_2026_1,2462705,12/31/2025,60,12/9/2025,1/9/2026,12/9/2030,0,60,730,,,,,,No,,,,,,,Home Improvement,0.0865,0.00721,Current,0.1277,PP-AA,0,8694.71,8694.71,179.01,,0.1277,0
Prosper,PAR_2026_1,2465221,12/31/2025,60,12/2/2025,1/2/2026,12/2/2030,0,60,780,,,,,,No,,,,,,,Debt Consolidation,0.2058,0.01715,Current,0.233,PP-C,1,32000,32000,858.16,,0.233,0
Prosper,PAR_2026_1,2463530,12/31/2025,60,12/9/2025,1/9/2026,12/9/2030,0,60,691,,,,,,No,,,,,,,Debt Consolidation,0.0888,0.0074,Current,0.2605,PP-A,0,16302.58,16302.58,337.47,,0.2605,0
Prosper,PAR_2026_1,2476188,12/31/2025,60,12/31/2025,1/31/2026,12/31/2030,0,60,707,,,,,,No,,,,,,,Debt Consolidation,0.0987,0.00823,Current,0.1556,PP-A,1,31518.31,31518.31,667.66,,0.1556,0
Prosper,PAR_2026_1,2470071,12/31/2025,60,12/19/2025,1/19/2026,12/19/2030,0,60,695,,,,,,No,,,,,,,Debt Consolidation,0.2237,0.01864,Current,0.1415,PP-C,0,32963.41,32963.41,917.36,,0.1415,0
Prosper,PAR_2026_1,2473349,12/31/2025,60,12/24/2025,1/24/2026,12/24/2030,0,60,643,,,,,,No,,,,,,,Debt Consolidation,0.2775,0.02313,Current,0.3389,PP-E,0,8500,8500,263.37,,0.3389,0
Prosper,PAR_2026_1,2460243,12/31/2025,48,12/3/2025,1/3/2026,12/3/2029,0,48,669,,,,,,No,,,,,,,Debt Consolidation,0.1222,0.01018,Current,0.251,PP-A,1,50000,50000,1322.1,,0.251,0
Prosper,PAR_2026_1,2461581,12/31/2025,60,12/5/2025,1/5/2026,12/5/2030,0,60,686,,,,,,No,,,,,,,Debt Consolidation,0.2066,0.01722,Current,0.2831,PP-D,1,19997.78,19997.78,537.19,,0.2831,0
Prosper,PAR_2026_1,2473831,12/31/2025,60,12/16/2025,1/16/2026,12/16/2030,0,60,688,,,,,,No,,,,,,,Debt Consolidation,0.08,0.00667,Current,0.1684,PP-AA,0,10000,10000,202.76,,0.1684,0
Prosper,PAR_2026_1,2458916,12/31/2025,60,12/1/2025,1/1/2026,12/1/2030,0,60,681,,,,,,No,,,,,,,Debt Consolidation,0.2263,0.01886,Current,0.4007,PP-D,1,32000,32000,895.31,,0.4007,0
Prosper,PAR_2026_1,2474233,12/31/2025,60,12/16/2025,1/16/2026,12/16/2030,0,60,640,,,,,,No,,,,,,,Household Expenses,0.2843,0.02369,Current,0.2239,PP-E,0,7221.42,7221.42,226.72,,0.2239,0
Prosper,PAR_2026_1,2470428,12/31/2025,36,12/22/2025,1/22/2026,12/22/2028,0,36,617,,,,,,No,,,,,,,Debt Consolidation,0.277,0.02308,Current,0.5088,PP-E,1,2000,2000,82.4,,0.5088,0
Prosper,PAR_2026_1,2464026,12/31/2025,60,12/10/2025,1/10/2026,12/10/2030,0,60,715,,,,,,No,,,,,,,Debt Consolidation,0.1041,0.00868,Current,0.1859,PP-A,0,16302.58,16302.58,349.68,,0.1859,0
Prosper,PAR_2026_1,2474949,12/31/2025,60,12/30/2025,1/30/2026,12/30/2030,0,60,706,,,,,,No,,,,,,,Debt Consolidation,0.1044,0.0087,Current,0.3601,PP-A,0,10500,10500,225.37,,0.3601,0
Prosper,PAR_2026_1,2459871,12/31/2025,60,12/2/2025,1/2/2026,12/2/2030,0,60,757,,,,,,No,,,,,,,Debt Consolidation,0.0988,0.00823,Current,0.2648,PP-AA,1,27170.96,27170.96,575.7,,0.2648,0
Prosper,PAR_2026_1,2467118,12/31/2025,60,12/16/2025,1/16/2026,12/16/2030,0,60,668,,,,,,No,,,,,,,Debt Consolidation,0.2487,0.02073,Current,0.2442,PP-E,1,17500,17500,512.32,,0.2442,0
Prosper,PAR_2026_1,2472879,12/31/2025,60,12/24/2025,1/24/2026,12/24/2030,0,60,697,,,,,,No,,,,,,,Debt Consolidation,0.1662,0.01385,Current,0.3702,PP-B,1,36000,36000,887.35,,0.3702,0
Prosper,PAR_2026_1,2474866,12/31/2025,60,12/17/2025,1/17/2026,12/17/2030,0,60,714,,,,,,No,,,,,,,Debt Consolidation,0.08,0.00667,Current,0.4938,PP-AA,0,19563.09,19563.09,396.67,,0.4938,0
Prosper,PAR_2026_1,2469649,12/31/2025,36,12/10/2025,1/10/2026,12/10/2028,0,36,791,,,,,,No,,,,,,,Home Improvement,0.0995,0.00829,Current,0.0777,PP-A,0,20649.93,20649.93,665.83,,0.0777,0
Prosper,PAR_2026_1,2475245,12/31/2025,36,12/30/2025,1/30/2026,12/30/2028,0,36,746,,,,,,No,,,,,,,Debt Consolidation,0.1213,0.01011,Current,0.2821,PP-B,1,4000,4000,133.11,,0.2821,0
Prosper,PAR_2026_1,2470047,12/31/2025,36,12/19/2025,1/19/2026,12/19/2028,0,36,654,,,,,,No,,,,,,,Debt Consolidation,0.277,0.02308,Current,0.1612,PP-E,0,4999,4999,205.97,,0.1612,0
Prosper,PAR_2026_1,2465122,12/31/2025,36,12/2/2025,1/2/2026,12/2/2028,0,36,668,,,,,,No,,,,,,,Large Purchase,0.0945,0.00788,Current,0.2109,PP-AA,0,4347.35,4347.35,139.16,,0.2109,0
Prosper,PAR_2026_1,2472403,12/31/2025,60,12/15/2025,1/15/2026,12/15/2030,0,60,647,,,,,,No,,,,,,,Debt Consolidation,0.1887,0.01573,Current,0.0765,PP-C,0,7000,7000,181.08,,0.0765,0
Prosper,PAR_2026_1,2460743,12/31/2025,60,12/4/2025,1/4/2026,12/4/2030,0,60,715,,,,,,No,,,,,,,Other,0.0831,0.00693,Current,0.3156,PP-AA,1,18000,18000,367.65,,0.3156,0
Prosper,PAR_2026_1,2482573,12/31/2025,60,12/31/2025,1/31/2026,12/31/2030,0,60,660,,,,,,No,,,,,,,Debt Consolidation,0.1408,0.01173,Current,0.1948,PP-B,0,4500,4500,104.89,,0.1948,0
Prosper,PAR_2026_1,2459684,12/31/2025,48,12/2/2025,1/2/2026,12/2/2029,0,48,704,,,,,,No,,,,,,,Home Improvement,0.0853,0.00711,Current,0.2961,PP-AA,1,12000,12000,295.95,,0.2961,0
Prosper,PAR_2026_1,2459216,12/31/2025,60,12/2/2025,1/2/2026,12/2/2030,0,60,692,,,,,,No,,,,,,,Other,0.2255,0.01879,Current,0.1071,PP-D,0,5000,5000,139.66,,0.1071,0
Prosper,PAR_2026_1,2465797,12/31/2025,36,12/3/2025,1/3/2026,12/3/2028,0,36,706,,,,,,No,,,,,,,Home Improvement,0.1045,0.00871,Current,0.3387,PP-A,0,16846,16846,547.14,,0.3387,0
Prosper,PAR_2026_1,2466269,12/31/2025,36,12/15/2025,1/15/2026,12/15/2028,0,36,766,,,,,,No,,,,,,,Vacation,0.1065,0.00888,Current,0.1891,PP-A,0,3803.93,3803.93,123.91,,0.1891,0
Prosper,PAR_2026_1,2479216,12/31/2025,60,12/24/2025,1/24/2026,12/24/2030,0,60,679,,,,,,No,,,,,,,Large Purchase,0.1873,0.01561,Current,0.2576,PP-C,0,12086.58,12086.58,311.74,,0.2576,0
Prosper,PAR_2026_1,2460323,12/31/2025,60,12/3/2025,1/3/2026,12/3/2030,0,60,705,,,,,,No,,,,,,,Special Occasion,0.1511,0.01259,Current,0.1645,PP-B,1,36000,36000,858.52,,0.1645,0
Prosper,PAR_2026_1,2468075,12/31/2025,60,12/16/2025,1/16/2026,12/16/2030,0,60,655,,,,,,No,,,,,,,Other,0.1361,0.01134,Current,0.1762,PP-B,0,6000,6000,138.4,,0.1762,0
Prosper,PAR_2026_1,2473155,12/31/2025,60,12/24/2025,1/24/2026,12/24/2030,0,60,712,,,,,,No,,,,,,,Debt Consolidation,0.2148,0.0179,Current,0.3847,PP-D,0,15000,15000,409.86,,0.3847,0
Prosper,PAR_2026_1,2461098,12/31/2025,60,12/4/2025,1/4/2026,12/4/2030,0,60,714,,,,,,No,,,,,,,Home Improvement,0.1343,0.01119,Current,0.0729,PP-B,0,13734.75,13734.75,315.54,,0.0729,0
Prosper,PAR_2026_1,2461530,12/31/2025,60,12/5/2025,1/5/2026,12/5/2030,0,0,732,,,,,,No,,,,,,,Other,0.1061,0.00884,Current,0.3927,PP-A,0,10868.38,0,234.2,,0.3927,0
Prosper,PAR_2026_1,2472238,12/31/2025,60,12/15/2025,1/15/2026,12/15/2030,0,60,632,,,,,,No,,,,,,,Debt Consolidation,0.1575,0.01313,Current,0.2245,PP-B,1,2000,2000,48.37,,0.2245,0
Prosper,PAR_2026_1,2469552,12/31/2025,60,12/18/2025,1/18/2026,12/18/2030,0,60,755,,,,,,No,,,,,,,Household Expenses,0.1116,0.0093,Current,0.1405,PP-A,1,29000,29000,632.85,,0.1405,0
Prosper,PAR_2026_1,2464685,12/31/2025,36,12/11/2025,1/11/2026,12/11/2028,0,36,676,,,,,,No,,,,,,,Home Improvement,0.1022,0.00852,Current,0.3048,PP-A,0,6500,6500,210.41,,0.3048,0
Prosper,PAR_2026_1,2473467,12/31/2025,60,12/26/2025,1/26/2026,12/26/2030,0,60,667,,,,,,No,,,,,,,Debt Consolidation,0.1812,0.0151,Current,0.1281,PP-C,0,10987.8,10987.8,279.74,,0.1281,0
Prosper,PAR_2026_1,2468620,12/31/2025,60,12/9/2025,1/9/2026,12/9/2030,0,60,665,,,,,,No,,,,,,,Other,0.1965,0.01638,Current,0.2235,PP-D,0,14500,14500,381.34,,0.2235,0
Prosper,PAR_2026_1,2465770,12/31/2025,36,12/3/2025,1/3/2026,12/3/2028,0,36,681,,,,,,No,,,,,,,Debt Consolidation,0.2505,0.02088,Current,0.198,PP-E,0,5000,5000,198.93,,0.198,0
Prosper,PAR_2026_1,2471158,12/31/2025,60,12/12/2025,1/12/2026,12/12/2030,0,60,738,,,,,,No,,,,,,,Debt Consolidation,0.2258,0.01882,Current,0.3091,PP-D,0,5000,5000,139.75,,0.3091,0
Prosper,PAR_2026_1,2469941,12/31/2025,60,12/18/2025,1/18/2026,12/18/2030,0,60,658,,,,,,No,,,,,,,Debt Consolidation,0.2047,0.01706,Current,0.2631,PP-D,0,30000,30000,802.68,,0.2631,0
Prosper,PAR_2026_1,2471692,12/31/2025,60,12/12/2025,1/12/2026,12/12/2030,0,60,738,,,,,,No,,,,,,,Home Improvement,0.0876,0.0073,Current,0.124,PP-AA,0,27000,27000,557.34,,0.124,0
Prosper,PAR_2026_1,2472019,12/31/2025,48,12/15/2025,1/15/2026,12/15/2029,0,45,663,,,,,,No,,,,,,,Taxes,0.293,0.02442,Current,0.2386,PP-E,0,10000,9651.03,356,,0.2386,0
Prosper,PAR_2026_1,2467644,12/31/2025,60,12/16/2025,1/16/2026,12/16/2030,0,60,707,,,,,,No,,,,,,,Debt Consolidation,0.1511,0.01259,Current,0.5303,PP-B,1,39000,39000,930.06,,0.5303,0
Prosper,PAR_2026_1,2473244,12/31/2025,36,12/24/2025,1/24/2026,12/24/2028,0,36,779,,,,,,No,,,,,,,Debt Consolidation,0.08,0.00667,Current,0.0971,PP-AA,1,10868.38,10868.38,340.58,,0.0971,0
Prosper,PAR_2026_1,2469089,12/31/2025,48,12/17/2025,1/17/2026,12/17/2029,0,48,784,,,,,,No,,,,,,,Debt Consolidation,0.1013,0.00844,Current,0.3019,PP-A,0,13042.06,13042.06,331.6,,0.3019,0
Prosper,PAR_2026_1,2462408,12/31/2025,60,12/8/2025,1/8/2026,12/8/2030,0,60,685,,,,,,No,,,,,,,Other,0.2262,0.01885,Current,0.1104,PP-D,0,7776.91,7776.91,217.54,,0.1104,0
Prosper,PAR_2026_1,2459355,12/31/2025,60,12/2/2025,1/2/2026,12/2/2030,0,60,727,,,,,,No,,,,,,,Other,0.0958,0.00798,Current,0.0807,PP-AA,1,5000,5000,105.2,,0.0807,0
Prosper,PAR_2026_1,2469562,12/31/2025,60,12/9/2025,1/9/2026,12/9/2030,0,0,713,,,,,,No,,,,,,,Debt Consolidation,0.0812,0.00677,Current,0.1511,PP-AA,1,11955.22,0,243.1,,0.1511,0
Prosper,PAR_2026_1,2459909,12/31/2025,60,12/2/2025,1/2/2026,12/2/2030,0,60,676,,,,,,No,,,,,,,Debt Consolidation,0.2535,0.02113,Current,0.2974,PP-E,1,18000,18000,532.02,,0.2974,0
Prosper,PAR_2026_1,2474816,12/31/2025,48,12/30/2025,1/30/2026,12/30/2029,0,48,680,,,,,,No,,,,,,,Debt Consolidation,0.1461,0.01218,Current,0.2125,PP-B,1,43000,43000,1188.24,,0.2125,0
Prosper,PAR_2026_1,2467584,12/31/2025,36,12/16/2025,1/16/2026,12/16/2028,0,36,683,,,,,,No,,,,,,,Auto,0.277,0.02308,Current,0.4444,PP-E,0,6000,6000,247.21,,0.4444,0
Prosper,PAR_2026_1,2468677,12/31/2025,36,12/9/2025,1/9/2026,12/9/2028,0,36,669,,,,,,No,,,,,,,Household Expenses,0.277,0.02308,Current,0.2855,PP-E,1,2221.98,2221.98,91.55,,0.2855,0
Prosper,PAR_2026_1,2467097,12/31/2025,60,12/16/2025,1/16/2026,12/16/2030,0,60,686,,,,,,No,,,,,,,Debt Consolidation,0.2385,0.01988,Current,0.4491,PP-D,1,23000,23000,659.66,,0.4491,0
Prosper,PAR_2026_1,2464677,12/31/2025,60,12/11/2025,1/11/2026,12/11/2030,0,60,666,,,,,,No,,,,,,,Debt Consolidation,0.0812,0.00677,Current,0.0394,PP-AA,0,3000,3000,61,,0.0394,0
Prosper,PAR_2026_1,2464747,12/31/2025,60,12/2/2025,1/2/2026,12/2/2030,0,60,690,,,,,,No,,,,,,,Debt Consolidation,0.2254,0.01878,Current,0.161,PP-D,1,3500,3500,97.74,,0.161,0
Prosper,PAR_2026_1,2470198,12/31/2025,60,12/10/2025,1/10/2026,12/10/2030,0,60,722,,,,,,No,,,,,,,Home Improvement,0.1199,0.00999,Current,0.212,PP-A,0,24000,24000,533.75,,0.212,0
Prosper,PAR_2026_1,2461673,12/31/2025,36,12/5/2025,1/5/2026,12/5/2028,0,36,739,,,,,,No,,,,,,,Debt Consolidation,0.1225,0.01021,Current,0.1556,PP-B,0,10000,10000,333.34,,0.1556,0
Prosper,PAR_2026_1,2476517,12/31/2025,60,12/31/2025,1/31/2026,12/31/2030,0,60,669,,,,,,No,,,,,,,Debt Consolidation,0.1361,0.01134,Current,0.2424,PP-B,0,13185.36,13185.36,304.14,,0.2424,0
Prosper,PAR_2026_1,2464409,12/31/2025,36,12/10/2025,1/10/2026,12/10/2028,0,36,751,,,,,,No,,,,,,,Large Purchase,0.1975,0.01646,Current,0.192,PP-C,0,27000,27000,999.98,,0.192,0
Prosper,PAR_2026_1,2460923,12/31/2025,60,12/4/2025,1/4/2026,12/4/2030,0,60,707,,,,,,No,,,,,,,Debt Consolidation,0.0885,0.00738,Current,0.1726,PP-AA,0,10868.38,10868.38,224.82,,0.1726,0
Prosper,PAR_2026_1,2466098,12/31/2025,60,12/12/2025,1/12/2026,12/12/2030,0,60,678,,,,,,No,,,,,,,Other,0.1154,0.00962,Current,0.2002,PP-A,0,19563.09,19563.09,430.64,,0.2002,0
Prosper,PAR_2026_1,2468475,12/31/2025,36,12/17/2025,1/17/2026,12/17/2028,0,36,654,,,,,,No,,,,,,,Debt Consolidation,0.277,0.02308,Current,0.4796,PP-E,1,11109.88,11109.88,457.75,,0.4796,0
Prosper,PAR_2026_1,2471108,12/31/2025,60,12/22/2025,1/22/2026,12/22/2030,0,60,666,,,,,,No,,,,,,,Other,0.2195,0.01829,Current,0.3104,PP-D,0,23330.74,23330.74,643.71,,0.3104,0
Prosper,PAR_2026_1,2481226,12/31/2025,60,12/30/2025,1/30/2026,12/30/2030,0,60,640,,,,,,No,,,,,,,Debt Consolidation,0.2023,0.01686,Current,0.2292,PP-C,0,12073.4,12073.4,321.42,,0.2292,0
Prosper,PAR_2026_1,2465521,12/31/2025,24,12/2/2025,1/2/2026,12/2/2027,0,24,829,,,,,,No,,,,,,,Household Expenses,0.08,0.00667,Current,0.1455,PP-AA,1,40000,40000,1809.09,,0.1455,0
Prosper,PAR_2026_1,2473147,12/31/2025,60,12/16/2025,1/16/2026,12/16/2030,0,60,697,,,,,,No,,,,,,,Debt Consolidation,0.1341,0.01118,Current,0.4027,PP-B,0,9500,9500,218.15,,0.4027,0
Prosper,PAR_2026_1,2471580,12/31/2025,60,12/23/2025,1/23/2026,12/23/2030,0,60,669,,,,,,No,,,,,,,Debt Consolidation,0.2859,0.02383,Current,0.2789,PP-E,1,20000,20000,629.85,,0.2789,0
Prosper,PAR_2026_1,2472417,12/31/2025,60,12/23/2025,1/23/2026,12/23/2030,0,60,641,,,,,,No,,,,,,,Debt Consolidation,0.1901,0.01584,Current,0.3843,PP-C,0,16481.71,16481.71,427.64,,0.3843,0
Prosper,PAR_2026_1,2473358,12/31/2025,48,12/24/2025,1/24/2026,12/24/2029,0,48,673,,,,,,No,,,,,,,Debt Consolidation,0.1075,0.00896,Current,0.0994,PP-A,0,6000,6000,154.35,,0.0994,0
Prosper,PAR_2026_1,2471414,12/31/2025,60,12/22/2025,1/22/2026,12/22/2030,0,60,666,,,,,,No,,,,,,,Debt Consolidation,0.0885,0.00738,Current,0.1812,PP-AA,0,10868.38,10868.38,224.82,,0.1812,0
Prosper,PAR_2026_1,2464417,12/31/2025,60,12/1/2025,1/1/2026,12/1/2030,0,60,677,,,,,,No,,,,,,,Debt Consolidation,0.2768,0.02307,Current,0.3322,PP-E,1,20000,20000,618.86,,0.3322,0
Prosper,PAR_2026_1,2476167,12/31/2025,60,12/31/2025,1/31/2026,12/31/2030,0,60,694,,,,,,No,,,,,,,Home Improvement,0.0985,0.00821,Current,0.2309,PP-A,0,49000,49000,1037.49,,0.2309,0
Prosper,PAR_2026_1,2471403,12/31/2025,60,12/23/2025,1/23/2026,12/23/2030,0,60,806,,,,,,No,,,,,,,Large Purchase,0.0986,0.00822,Current,0.0254,PP-A,0,6000,6000,127.07,,0.0254,0
Prosper,PAR_2026_1,2458883,12/31/2025,60,12/1/2025,1/1/2026,12/1/2030,0,60,702,,,,,,No,,,,,,,Debt Consolidation,0.2531,0.02109,Current,0.1608,PP-E,1,11109.88,11109.88,328.11,,0.1608,0
Prosper,PAR_2026_1,2479402,12/31/2025,60,12/24/2025,1/24/2026,12/24/2030,0,60,684,,,,,,No,,,,,,,Debt Consolidation,0.257,0.02142,Current,0.1848,PP-E,0,20000,20000,595.26,,0.1848,0
Prosper,PAR_2026_1,2469219,12/31/2025,60,12/18/2025,1/18/2026,12/18/2030,0,60,712,,,,,,No,,,,,,,Debt Consolidation,0.2173,0.01811,Current,0.4761,PP-D,1,17000,17000,466.92,,0.4761,0
Prosper,PAR_2026_1,2464383,12/31/2025,60,12/10/2025,1/10/2026,12/10/2030,0,60,726,,,,,,No,,,,,,,Debt Consolidation,0.1175,0.00979,Current,0.3367,PP-A,0,44560.37,44560.37,985.6,,0.3367,0
Prosper,PAR_2026_1,2477335,12/31/2025,60,12/23/2025,1/23/2026,12/23/2030,0,60,747,,,,,,No,,,,,,,Debt Consolidation,0.116,0.00967,Current,0.0832,PP-A,0,21736.77,21736.77,479.14,,0.0832,0
Prosper,PAR_2026_1,2472548,12/31/2025,60,12/23/2025,1/23/2026,12/23/2030,0,60,728,,,,,,No,,,,,,,Home Improvement,0.0987,0.00823,Current,0.3605,PP-A,0,21736.77,21736.77,460.45,,0.3605,0
Prosper,PAR_2026_1,2478691,12/31/2025,60,12/24/2025,1/24/2026,12/24/2030,0,60,695,,,,,,No,,,,,,,Other,0.1105,0.00921,Current,0.0828,PP-A,0,10868.38,10868.38,236.58,,0.0828,0
Prosper,PAR_2026_1,2460750,12/31/2025,60,12/4/2025,1/4/2026,12/4/2030,0,60,670,,,,,,No,,,,,,,Debt Consolidation,0.2065,0.01721,Current,0.1601,PP-C,0,34500,34500,926.56,,0.1601,0
Prosper,PAR_2026_1,2481241,12/31/2025,60,12/30/2025,1/30/2026,12/30/2030,0,60,666,,,,,,No,,,,,,,Other,0.3025,0.02521,Current,0.3745,PP-E,1,20000,20000,650.14,,0.3745,0
Prosper,PAR_2026_1,2474780,12/31/2025,60,12/30/2025,1/30/2026,12/30/2030,0,60,657,,,,,,No,,,,,,,Debt Consolidation,0.1586,0.01322,Current,0.3748,PP-B,1,39000,39000,945.51,,0.3748,0
Prosper,PAR_2026_1,2476431,12/31/2025,48,12/31/2025,1/31/2026,12/31/2029,0,48,712,,,,,,No,,,,,,,Debt Consolidation,0.2818,0.02348,Current,0.2431,PP-E,1,4000,4000,139.82,,0.2431,0
Prosper,PAR_2026_1,2482738,12/31/2025,60,12/31/2025,1/31/2026,12/31/2030,0,60,682,,,,,,No,,,,,,,Debt Consolidation,0.2034,0.01695,Current,0.5052,PP-C,1,23500,23500,627.06,,0.5052,0
Prosper,PAR_2026_1,2467682,12/31/2025,36,12/16/2025,1/16/2026,12/16/2028,0,36,649,,,,,,No,,,,,,,Medical Expenses,0.277,0.02308,Current,0.2407,PP-E,0,2000,2000,82.4,,0.2407,0
Prosper,PAR_2026_1,2471166,12/31/2025,60,12/22/2025,1/22/2026,12/22/2030,0,60,708,,,,,,No,,,,,,,Debt Consolidation,0.1041,0.00868,Current,0.2208,PP-A,1,17389.41,17389.41,372.99,,0.2208,0
Prosper,PAR_2026_1,2477806,12/31/2025,60,12/23/2025,1/23/2026,12/23/2030,0,60,717,,,,,,No,,,,,,,Debt Consolidation,0.0985,0.00821,Current,0.4723,PP-A,0,18000,18000,381.12,,0.4723,0
Prosper,PAR_2026_1,2471933,12/31/2025,60,12/23/2025,1/23/2026,12/23/2030,0,60,614,,,,,,No,,,,,,,Other,0.1948,0.01623,Current,0.1794,PP-C,0,11500,11500,301.36,,0.1794,0
Prosper,PAR_2026_1,2460881,12/31/2025,48,12/4/2025,1/4/2026,12/4/2029,0,47,678,,,,,,No,,,,,,,Household Expenses,0.2448,0.0204,Current,0.2103,PP-E,0,20000,19677.34,657.36,,0.2103,0
Prosper,PAR_2026_1,2461797,12/31/2025,60,12/8/2025,1/8/2026,12/8/2030,0,60,670,,,,,,No,,,,,,,Debt Consolidation,0.105,0.00875,Current,0.1721,PP-A,0,22280.19,22280.19,478.89,,0.1721,0
Prosper,PAR_2026_1,2463587,12/31/2025,60,12/9/2025,1/9/2026,12/9/2030,0,60,660,,,,,,No,,,,,,,Debt Consolidation,0.0839,0.00699,Current,0.19,PP-AA,0,12000,12000,245.56,,0.19,0
Prosper,PAR_2026_1,2473976,12/31/2025,48,12/26/2025,1/26/2026,12/26/2029,0,48,734,,,,,,No,,,,,,,Debt Consolidation,0.0917,0.00764,Current,0.2336,PP-AA,0,34778.83,34778.83,868.28,,0.2336,0
Prosper,PAR_2026_1,2470612,12/31/2025,60,12/11/2025,1/11/2026,12/11/2030,0,60,671,,,,,,No,,,,,,,Debt Consolidation,0.2748,0.0229,Current,0.42,PP-E,1,8500,8500,261.99,,0.42,0
Prosper,PAR_2026_1,2476513,12/31/2025,36,12/19/2025,1/19/2026,12/19/2028,0,36,716,,,,,,No,,,,,,,Other,0.1348,0.01123,Current,0.5306,PP-B,0,10987.8,10987.8,372.77,,0.5306,0
Prosper,PAR_2026_1,2476021,12/31/2025,60,12/19/2025,1/19/2026,12/19/2030,0,60,685,,,,,,No,,,,,,,Debt Consolidation,0.0812,0.00677,Current,0.0529,PP-AA,0,11955.22,11955.22,243.1,,0.0529,0
Prosper,PAR_2026_1,2467095,12/31/2025,48,12/16/2025,1/16/2026,12/16/2029,0,48,682,,,,,,No,,,,,,,Other,0.2388,0.0199,Current,0.2517,PP-D,0,2221.98,2221.98,72.29,,0.2517,0
