platform,account_name,dv01_id,as_of_date,loan_term_orig,loan_origination_date,loan_payment_date_first_contractual,loan_maturity_date_orig,loan_age,rem_term,fico_orig,home_ownership,inquiries_last_6_months,delinq_accts_2_years,number_tl_open_last_12_months,annual_inc,annual_inc_verified,credit_age,bc_utilization,revolving_utilization,state_borr,employ_status,job_length,loan_purpose,loan_rate_gross_orig,apr,eop_status,dti_orig,loan_grade,loan_ever_modified,loan_balance_orig,eop_balance,loan_payment_scheduled_amt_orig,pti_orig,dti_plus_pti_orig,eop_days_past_due
Prosper,PAR_2026_1,2466420,12/31/2025,60,12/15/2025,1/15/2026,12/15/2030,0,60,786,,,,,,No,,,,,,,Debt Consolidation,0.1208,0.01007,Current,0.3584,PP-A,1,35000,35000,779.97,,0.3584,0
Prosper,PAR_2026_1,2471331,12/31/2025,60,12/23/2025,1/23/2026,12/23/2030,0,60,676,,,,,,No,,,,,,,Debt Consolidation,0.2479,0.02066,Current,0.1585,PP-D,0,4800,4800,140.3,,0.1585,0
Prosper,PAR_2026_1,2461979,12/31/2025,36,12/8/2025,1/8/2026,12/8/2028,0,36,803,,,,,,No,,,,,,,Other,0.1022,0.00852,Current,0.0567,PP-A,0,18000,18000,582.67,,0.0567,0
Prosper,PAR_2026_1,2462325,12/31/2025,60,12/8/2025,1/8/2026,12/8/2030,0,60,640,,,,,,No,,,,,,,Taxes,0.2183,0.01819,Current,0.0533,PP-C,1,8790.24,8790.24,241.93,,0.0533,0
Prosper,PAR_2026_1,2460011,12/31/2025,60,12/3/2025,1/3/2026,12/3/2030,0,60,671,,,,,,No,,,,,,,Debt Consolidation,0.2455,0.02046,Current,0.2078,PP-E,0,19000,19000,552.67,,0.2078,0
Prosper,PAR_2026_1,2472440,12/31/2025,60,12/23/2025,1/23/2026,12/23/2030,0,60,697,,,,,,No,,,,,,,Debt Consolidation,0.1291,0.01076,Current,0.2324,PP-B,0,11000,11000,249.78,,0.2324,0
Prosper,PAR_2026_1,2471958,12/31/2025,60,12/23/2025,1/23/2026,12/23/2030,0,60,714,,,,,,No,,,,,,,Debt Consolidation,0.11,0.00917,Current,0.2128,PP-A,0,11000,11000,239.17,,0.2128,0
Prosper,PAR_2026_1,2463494,12/31/2025,60,12/9/2025,1/9/2026,12/9/2030,0,60,699,,,,,,No,,,,,,,Debt Consolidation,0.0987,0.00823,Current,0.1889,PP-A,0,46734.05,46734.05,989.97,,0.1889,0
Prosper,PAR_2026_1,2475634,12/31/2025,60,12/18/2025,1/18/2026,12/18/2030,0,60,727,,,,,,No,,,,,,,Debt Consolidation,0.1125,0.00938,Current,0.1606,PP-A,0,10868.38,10868.38,237.66,,0.1606,0
Prosper,PAR_2026_1,2469397,12/31/2025,60,12/9/2025,1/9/2026,12/9/2030,0,60,651,,,,,,No,,,,,,,Other,0.2759,0.02299,Current,0.2585,PP-E,1,2500,2500,77.22,,0.2585,0
Prosper,PAR_2026_1,2470616,12/31/2025,36,12/19/2025,1/19/2026,12/19/2028,0,36,678,,,,,,No,,,,,,,Debt Consolidation,0.2281,0.01901,Current,0.1085,PP-D,1,15000,15000,579.16,,0.1085,0
Prosper,PAR_2026_1,2477032,12/31/2025,60,12/22/2025,1/22/2026,12/22/2030,0,60,684,,,,,,No,,,,,,,Debt Consolidation,0.1225,0.01021,Current,0.2617,PP-B,0,15382.92,15382.92,344.13,,0.2617,0
Prosper,PAR_2026_1,2462045,12/31/2025,60,12/8/2025,1/8/2026,12/8/2030,0,58,726,,,,,,No,,,,,,,Other,0.136,0.01133,Current,0.1972,PP-B,0,16000,15636.98,368.98,,0.1972,0
Prosper,PAR_2026_1,2479495,12/31/2025,60,12/26/2025,1/26/2026,12/26/2030,0,60,642,,,,,,No,,,,,,,Debt Consolidation,0.2802,0.02335,Current,0.1506,PP-E,1,20000,20000,622.96,,0.1506,0
Prosper,PAR_2026_1,2464073,12/31/2025,48,12/10/2025,1/10/2026,12/10/2029,0,45,677,,,,,,No,,,,,,,Special Occasion,0.2245,0.01871,Current,0.1492,PP-D,0,22000,21230.04,698.52,,0.1492,0
Prosper,PAR_2026_1,2459010,12/31/2025,60,12/1/2025,1/1/2026,12/1/2030,0,60,758,,,,,,No,,,,,,,Debt Consolidation,0.0923,0.00769,Current,0.1451,PP-AA,1,2717.1,2717.1,56.71,,0.1451,0
Prosper,PAR_2026_1,2477737,12/31/2025,60,12/23/2025,1/23/2026,12/23/2030,0,60,652,,,,,,No,,,,,,,Other,0.1653,0.01378,Current,0.0817,PP-B,0,6592.68,6592.68,162.18,,0.0817,0
Prosper,PAR_2026_1,2465430,12/31/2025,36,12/12/2025,1/12/2026,12/12/2028,0,36,714,,,,,,No,,,,,,,Debt Consolidation,0.1922,0.01602,Current,0.0534,PP-C,1,2197.56,2197.56,80.8,,0.0534,0
Prosper,PAR_2026_1,2467663,12/31/2025,36,12/8/2025,1/8/2026,12/8/2028,0,36,716,,,,,,No,,,,,,,Household Expenses,0.2001,0.01668,Current,0.2498,PP-C,1,10988,10988,408.41,,0.2498,0
Prosper,PAR_2026_1,2476136,12/31/2025,60,12/31/2025,1/31/2026,12/31/2030,0,60,771,,,,,,No,,,,,,,Other,0.1848,0.0154,Current,0.3777,PP-C,0,20000,20000,513.11,,0.3777,0
Prosper,PAR_2026_1,2467742,12/31/2025,60,12/16/2025,1/16/2026,12/16/2030,0,60,686,,,,,,No,,,,,,,Debt Consolidation,0.0987,0.00823,Current,0.3257,PP-A,0,26627.54,26627.54,564.05,,0.3257,0
Prosper,PAR_2026_1,2464034,12/31/2025,48,12/10/2025,1/10/2026,12/10/2029,0,48,637,,,,,,No,,,,,,,Vacation,0.2313,0.01928,Current,0.3285,PP-D,1,10000,10000,321.23,,0.3285,0
Prosper,PAR_2026_1,2466695,12/31/2025,60,12/15/2025,1/15/2026,12/15/2030,0,60,717,,,,,,No,,,,,,,Debt Consolidation,0.1315,0.01096,Current,0.0809,PP-B,0,19500,19500,445.18,,0.0809,0
Prosper,PAR_2026_1,2461896,12/31/2025,36,12/8/2025,1/8/2026,12/8/2028,0,36,726,,,,,,No,,,,,,,Household Expenses,0.2025,0.01688,Current,0.171,PP-D,0,5554.94,5554.94,207.15,,0.171,0
Prosper,PAR_2026_1,2471301,12/31/2025,60,12/23/2025,1/23/2026,12/23/2030,0,60,635,,,,,,No,,,,,,,Debt Consolidation,0.2911,0.02426,Current,0.2415,PP-E,1,8000,8000,254.47,,0.2415,0
Prosper,PAR_2026_1,2462807,12/31/2025,60,12/9/2025,1/9/2026,12/9/2030,0,60,692,,,,,,No,,,,,,,Debt Consolidation,0.1435,0.01196,Current,0.1425,PP-B,0,17031.1,17031.1,399.38,,0.1425,0
Prosper,PAR_2026_1,2472283,12/31/2025,60,12/15/2025,1/15/2026,12/15/2030,0,60,700,,,,,,No,,,,,,,Debt Consolidation,0.255,0.02125,Current,0.1262,PP-D,0,32000,32000,948.65,,0.1262,0
Prosper,PAR_2026_1,2464648,12/31/2025,60,12/1/2025,1/1/2026,12/1/2030,0,60,735,,,,,,No,,,,,,,Home Improvement,0.0938,0.00782,Current,0.2109,PP-AA,1,32605.15,32605.15,682.86,,0.2109,0
Prosper,PAR_2026_1,2477785,12/31/2025,60,12/23/2025,1/23/2026,12/23/2030,0,60,749,,,,,,No,,,,,,,Debt Consolidation,0.1055,0.00879,Current,0.1751,PP-A,1,27170.96,27170.96,584.68,,0.1751,0
Prosper,PAR_2026_1,2462798,12/31/2025,60,12/9/2025,1/9/2026,12/9/2030,0,60,662,,,,,,No,,,,,,,Debt Consolidation,0.2091,0.01743,Current,0.2162,PP-C,1,19000,19000,513.05,,0.2162,0
Prosper,PAR_2026_1,2461371,12/31/2025,60,12/5/2025,1/5/2026,12/5/2030,0,60,741,,,,,,No,,,,,,,Debt Consolidation,0.2285,0.01904,Current,0.3068,PP-D,0,26000,26000,730.71,,0.3068,0
Prosper,PAR_2026_1,2474626,12/31/2025,60,12/17/2025,1/17/2026,12/17/2030,0,60,710,,,,,,No,,,,,,,Debt Consolidation,0.1,0.00833,Current,0.2039,PP-A,0,6521.03,6521.03,138.55,,0.2039,0
Prosper,PAR_2026_1,2469063,12/31/2025,36,12/18/2025,1/18/2026,12/18/2028,0,35,656,,,,,,No,,,,,,,Other,0.0807,0.00673,Current,0.2361,PP-AA,0,6500,6315.69,203.9,,0.2361,0
Prosper,PAR_2026_1,2474772,12/31/2025,36,12/30/2025,1/30/2026,12/30/2028,0,36,629,,,,,,No,,,,,,,Home Improvement,0.277,0.02308,Current,0.1393,PP-E,0,5554.94,5554.94,228.87,,0.1393,0
Prosper,PAR_2026_1,2477071,12/31/2025,60,12/22/2025,1/22/2026,12/22/2030,0,60,750,,,,,,No,,,,,,,Debt Consolidation,0.1219,0.01016,Current,0.3917,PP-A,0,13042.06,13042.06,291.37,,0.3917,0
Prosper,PAR_2026_1,2466357,12/31/2025,60,12/15/2025,1/15/2026,12/15/2030,0,60,748,,,,,,No,,,,,,,Debt Consolidation,0.1085,0.00904,Current,0.0759,PP-A,0,40000,40000,866.71,,0.0759,0
Prosper,PAR_2026_1,2465355,12/31/2025,60,12/12/2025,1/12/2026,12/12/2030,0,60,621,,,,,,No,,,,,,,Debt Consolidation,0.1703,0.01419,Current,0.2993,PP-C,1,6000,6000,149.21,,0.2993,0
Prosper,PAR_2026_1,2464292,12/31/2025,36,12/10/2025,1/10/2026,12/10/2028,0,36,786,,,,,,No,,,,,,,Debt Consolidation,0.08,0.00667,Current,0.2017,PP-AA,1,10000,10000,313.36,,0.2017,0
Prosper,PAR_2026_1,2460260,12/31/2025,36,12/3/2025,1/3/2026,12/3/2028,0,36,767,,,,,,No,,,,,,,Debt Consolidation,0.08,0.00667,Current,0.0884,PP-AA,1,5868.93,5868.93,183.91,,0.0884,0
Prosper,PAR_2026_1,2460371,12/31/2025,60,12/3/2025,1/3/2026,12/3/2030,0,60,673,,,,,,No,,,,,,,Debt Consolidation,0.2226,0.01855,Current,0.1727,PP-D,1,21000,21000,583.11,,0.1727,0
Prosper,PAR_2026_1,2473619,12/31/2025,36,12/26/2025,1/26/2026,12/26/2028,0,36,675,,,,,,No,,,,,,,Debt Consolidation,0.2475,0.02063,Current,0.278,PP-E,1,20000,20000,792.55,,0.278,0
Prosper,PAR_2026_1,2469715,12/31/2025,60,12/10/2025,1/10/2026,12/10/2030,0,60,656,,,,,,No,,,,,,,Home Improvement,0.288,0.024,Current,0.4867,PP-E,0,16000,16000,505.92,,0.4867,0
Prosper,PAR_2026_1,2465281,12/31/2025,60,12/2/2025,1/2/2026,12/2/2030,0,60,700,,,,,,No,,,,,,,Debt Consolidation,0.0961,0.00801,Current,0.0726,PP-AA,1,4000,4000,84.22,,0.0726,0
Prosper,PAR_2026_1,2473460,12/31/2025,36,12/26/2025,1/26/2026,12/26/2028,0,36,606,,,,,,No,,,,,,,Debt Consolidation,0.277,0.02308,Current,0.0322,PP-E,0,4999.44,4999.44,205.99,,0.0322,0
Prosper,PAR_2026_1,2465675,12/31/2025,60,12/12/2025,1/12/2026,12/12/2030,0,60,696,,,,,,No,,,,,,,Other,0.1887,0.01573,Current,0.2917,PP-C,0,2000,2000,51.74,,0.2917,0
Prosper,PAR_2026_1,2464143,12/31/2025,60,12/10/2025,1/10/2026,12/10/2030,0,60,629,,,,,,No,,,,,,,Other,0.2291,0.01909,Current,0.2233,PP-D,0,27774.69,27774.69,781.55,,0.2233,0
Prosper,PAR_2026_1,2469384,12/31/2025,60,12/18/2025,1/18/2026,12/18/2030,0,60,791,,,,,,No,,,,,,,Debt Consolidation,0.0812,0.00677,Current,0.1064,PP-AA,0,10868.38,10868.38,221,,0.1064,0
Prosper,PAR_2026_1,2459768,12/31/2025,48,12/2/2025,1/2/2026,12/2/2029,0,48,624,,,,,,No,,,,,,,Home Improvement,0.2356,0.01963,Current,0.1641,PP-D,0,12000,12000,388.31,,0.1641,0
Prosper,PAR_2026_1,2465053,12/31/2025,36,12/2/2025,1/2/2026,12/2/2028,0,36,639,,,,,,No,,,,,,,Vacation,0.2395,0.01996,Current,0.1407,PP-E,0,9500,9500,372.46,,0.1407,0
Prosper,PAR_2026_1,2472216,12/31/2025,60,12/23/2025,1/23/2026,12/23/2030,0,60,653,,,,,,No,,,,,,,Other,0.2072,0.01727,Current,0.4143,PP-D,0,11109.88,11109.88,298.81,,0.4143,0
Prosper,PAR_2026_1,2468713,12/31/2025,60,12/9/2025,1/9/2026,12/9/2030,0,60,699,,,,,,No,,,,,,,Debt Consolidation,0.0889,0.00741,Current,0.5316,PP-AA,1,42000,42000,869.61,,0.5316,0
Prosper,PAR_2026_1,2470018,12/31/2025,60,12/10/2025,1/10/2026,12/10/2030,0,60,645,,,,,,No,,,,,,,Debt Consolidation,0.1854,0.01545,Current,0.1118,PP-C,0,8500,8500,218.35,,0.1118,0
Prosper,PAR_2026_1,2460257,12/31/2025,36,12/3/2025,1/3/2026,12/3/2028,0,36,712,,,,,,No,,,,,,,Household Expenses,0.08,0.00667,Current,0.1696,PP-AA,1,2500,2500,78.34,,0.1696,0
Prosper,PAR_2026_1,2460773,12/31/2025,60,12/4/2025,1/4/2026,12/4/2030,0,60,686,,,,,,No,,,,,,,Debt Consolidation,0.1416,0.0118,Current,0.4565,PP-B,0,35160.97,35160.97,821.05,,0.4565,0
Prosper,PAR_2026_1,2467914,12/31/2025,60,12/16/2025,1/16/2026,12/16/2030,0,60,669,,,,,,No,,,,,,,Debt Consolidation,0.1416,0.0118,Current,0.1978,PP-B,0,21000,21000,490.38,,0.1978,0
Prosper,PAR_2026_1,2479864,12/31/2025,48,12/26/2025,1/26/2026,12/26/2029,0,48,697,,,,,,No,,,,,,,Other,0.18,0.015,Current,0.1695,PP-C,0,22525,22525,661.67,,0.1695,0
Prosper,PAR_2026_1,2467841,12/31/2025,48,12/16/2025,1/16/2026,12/16/2029,0,48,701,,,,,,No,,,,,,,Debt Consolidation,0.2646,0.02205,Current,0.4832,PP-E,1,10000,10000,339.77,,0.4832,0
Prosper,PAR_2026_1,2473588,12/31/2025,60,12/16/2025,1/16/2026,12/16/2030,0,60,668,,,,,,No,,,,,,,Other,0.1901,0.01584,Current,0.3448,PP-C,0,35710.36,35710.36,926.54,,0.3448,0
Prosper,PAR_2026_1,2465591,12/31/2025,60,12/12/2025,1/12/2026,12/12/2030,0,60,716,,,,,,No,,,,,,,Debt Consolidation,0.2305,0.01921,Current,0.176,PP-D,1,27000,27000,761.92,,0.176,0
Prosper,PAR_2026_1,2466016,12/31/2025,60,12/3/2025,1/3/2026,12/3/2030,0,60,750,,,,,,No,,,,,,,Debt Consolidation,0.1615,0.01346,Current,0.2216,PP-B,0,26000,26000,634.34,,0.2216,0
Prosper,PAR_2026_1,2466623,12/31/2025,60,12/15/2025,1/15/2026,12/15/2030,0,60,710,,,,,,No,,,,,,,Debt Consolidation,0.0985,0.00821,Current,0.1117,PP-A,0,16302.58,16302.58,345.18,,0.1117,0
Prosper,PAR_2026_1,2480728,12/31/2025,48,12/29/2025,1/29/2026,12/29/2029,0,48,785,,,,,,No,,,,,,,Debt Consolidation,0.1215,0.01013,Current,0.0814,PP-A,0,5434.19,5434.19,143.5,,0.0814,0
Prosper,PAR_2026_1,2474616,12/31/2025,60,12/30/2025,1/30/2026,12/30/2030,0,60,633,,,,,,No,,,,,,,Debt Consolidation,0.2023,0.01686,Current,0.2795,PP-C,1,10000,10000,266.22,,0.2795,0
Prosper,PAR_2026_1,2458854,12/31/2025,60,12/1/2025,1/1/2026,12/1/2030,0,60,731,,,,,,No,,,,,,,Other,0.141,0.01175,Current,0.1194,PP-A,0,41500,41500,967.79,,0.1194,0
Prosper,PAR_2026_1,2465757,12/31/2025,60,12/12/2025,1/12/2026,12/12/2030,0,60,713,,,,,,No,,,,,,,Debt Consolidation,0.0987,0.00823,Current,0.2334,PP-A,0,41000,41000,868.51,,0.2334,0
Prosper,PAR_2026_1,2482585,12/31/2025,36,12/31/2025,1/31/2026,12/31/2028,0,36,720,,,,,,No,,,,,,,Debt Consolidation,0.105,0.00875,Current,0.0444,PP-A,0,4000,4000,130.01,,0.0444,0
Prosper,PAR_2026_1,2460831,12/31/2025,48,12/4/2025,1/4/2026,12/4/2029,0,48,682,,,,,,No,,,,,,,Debt Consolidation,0.1186,0.00988,Current,0.168,PP-A,1,6000,6000,157.59,,0.168,0
Prosper,PAR_2026_1,2473904,12/31/2025,48,12/26/2025,1/26/2026,12/26/2029,0,48,704,,,,,,No,,,,,,,Debt Consolidation,0.0975,0.00813,Current,0.3155,PP-A,0,7607.87,7607.87,192.04,,0.3155,0
Prosper,PAR_2026_1,2461952,12/31/2025,60,12/8/2025,1/8/2026,12/8/2030,0,60,655,,,,,,No,,,,,,,Debt Consolidation,0.2148,0.0179,Current,0.0861,PP-D,0,7500,7500,204.93,,0.0861,0
Prosper,PAR_2026_1,2470219,12/31/2025,60,12/10/2025,1/10/2026,12/10/2030,0,60,722,,,,,,No,,,,,,,Debt Consolidation,0.1418,0.01182,Current,0.2982,PP-B,1,11537.19,11537.19,269.53,,0.2982,0
Prosper,PAR_2026_1,2476034,12/31/2025,48,12/31/2025,1/31/2026,12/31/2029,0,48,699,,,,,,No,,,,,,,Debt Consolidation,0.1483,0.01236,Current,0.3602,PP-B,1,43000,43000,1193.02,,0.3602,0
Prosper,PAR_2026_1,2474323,12/31/2025,60,12/16/2025,1/16/2026,12/16/2030,0,60,702,,,,,,No,,,,,,,Other,0.0812,0.00677,Current,0.2223,PP-AA,0,9781.55,9781.55,198.9,,0.2223,0
Prosper,PAR_2026_1,2482495,12/31/2025,60,12/31/2025,1/31/2026,12/31/2030,0,60,690,,,,,,No,,,,,,,Debt Consolidation,0.1697,0.01414,Current,0.239,PP-B,0,14500,14500,360.13,,0.239,0
Prosper,PAR_2026_1,2467111,12/31/2025,60,12/5/2025,1/5/2026,12/5/2030,0,60,660,,,,,,No,,,,,,,Debt Consolidation,0.2274,0.01895,Current,0.3076,PP-D,1,15000,15000,420.62,,0.3076,0
Prosper,PAR_2026_1,2463155,12/31/2025,36,12/9/2025,1/9/2026,12/9/2028,0,36,720,,,,,,No,,,,,,,Auto,0.0891,0.00743,Current,0.3357,PP-AA,1,16302.58,16302.58,517.74,,0.3357,0
Prosper,PAR_2026_1,2466279,12/31/2025,60,12/15/2025,1/15/2026,12/15/2030,0,60,719,,,,,,No,,,,,,,Debt Consolidation,0.0836,0.00697,Current,0.1743,PP-AA,0,18476.25,18476.25,377.82,,0.1743,0
Prosper,PAR_2026_1,2464884,12/31/2025,60,12/11/2025,1/11/2026,12/11/2030,0,60,668,,,,,,No,,,,,,,Debt Consolidation,0.1412,0.01177,Current,0.145,PP-B,0,21975.61,21975.61,512.7,,0.145,0
Prosper,PAR_2026_1,2474237,12/31/2025,60,12/29/2025,1/29/2026,12/29/2030,0,60,786,,,,,,No,,,,,,,Other,0.0876,0.0073,Current,0.1824,PP-AA,0,46000,46000,949.54,,0.1824,0
Prosper,PAR_2026_1,2469711,12/31/2025,60,12/19/2025,1/19/2026,12/19/2030,0,60,686,,,,,,No,,,,,,,Other,0.0839,0.00699,Current,0.0823,PP-AA,0,9000,9000,184.17,,0.0823,0
Prosper,PAR_2026_1,2464288,12/31/2025,60,12/1/2025,1/1/2026,12/1/2030,0,60,751,,,,,,No,,,,,,,Debt Consolidation,0.0938,0.00782,Current,0.1207,PP-AA,1,50000,50000,1047.16,,0.1207,0
Prosper,PAR_2026_1,2474404,12/31/2025,60,12/17/2025,1/17/2026,12/17/2030,0,60,722,,,,,,No,,,,,,,Home Improvement,0.265,0.02208,Current,0.0681,PP-E,0,7000,7000,211.66,,0.0681,0
Prosper,PAR_2026_1,2470534,12/31/2025,60,12/11/2025,1/11/2026,12/11/2030,0,60,656,,,,,,No,,,,,,,Debt Consolidation,0.1154,0.00962,Current,0.1419,PP-A,0,21736.77,21736.77,478.48,,0.1419,0
Prosper,PAR_2026_1,2460432,12/31/2025,60,12/3/2025,1/3/2026,12/3/2030,0,60,675,,,,,,No,,,,,,,Other,0.1942,0.01618,Current,0.1942,PP-C,0,6043.29,6043.29,158.17,,0.1942,0
Prosper,PAR_2026_1,2466714,12/31/2025,36,12/15/2025,1/15/2026,12/15/2028,0,36,739,,,,,,No,,,,,,,Debt Consolidation,0.237,0.01975,Current,0.2353,PP-D,0,5000,5000,195.38,,0.2353,0
Prosper,PAR_2026_1,2460569,12/31/2025,60,12/3/2025,1/3/2026,12/3/2030,0,60,746,,,,,,No,,,,,,,Debt Consolidation,0.1775,0.01479,Current,0.4175,PP-C,0,37000,37000,934.53,,0.4175,0
Prosper,PAR_2026_1,2477278,12/31/2025,60,12/22/2025,1/22/2026,12/22/2030,0,60,662,,,,,,No,,,,,,,Debt Consolidation,0.1315,0.01096,Current,0.1649,PP-B,0,20000,20000,456.6,,0.1649,0
Prosper,PAR_2026_1,2478652,12/31/2025,60,12/24/2025,1/24/2026,12/24/2030,0,60,694,,,,,,No,,,,,,,Other,0.1374,0.01145,Current,0.1616,PP-B,0,9339.63,9339.63,216.06,,0.1616,0
Prosper,PAR_2026_1,2463036,12/31/2025,24,12/9/2025,1/9/2026,12/9/2027,0,24,762,,,,,,No,,,,,,,Other,0.1201,0.01001,Current,0.2773,PP-A,1,21500,21500,1012.18,,0.2773,0
Prosper,PAR_2026_1,2469157,12/31/2025,48,12/9/2025,1/9/2026,12/9/2029,0,48,666,,,,,,No,,,,,,,Debt Consolidation,0.293,0.02442,Current,0.2985,PP-E,1,11109.88,11109.88,395.51,,0.2985,0
Prosper,PAR_2026_1,2462120,12/31/2025,60,12/8/2025,1/8/2026,12/8/2030,0,60,650,,,,,,No,,,,,,,Debt Consolidation,0.2585,0.02154,Current,0.4414,PP-E,0,6500,6500,194.04,,0.4414,0
Prosper,PAR_2026_1,2469905,12/31/2025,48,12/18/2025,1/18/2026,12/18/2029,0,48,755,,,,,,No,,,,,,,Debt Consolidation,0.084,0.007,Current,0.4242,PP-AA,0,14500,14500,356.72,,0.4242,0
Prosper,PAR_2026_1,2460852,12/31/2025,36,12/4/2025,1/4/2026,12/4/2028,0,36,629,,,,,,No,,,,,,,Debt Consolidation,0.2532,0.0211,Current,0.2254,PP-D,0,5000,5000,199.65,,0.2254,0
Prosper,PAR_2026_1,2473429,12/31/2025,60,12/16/2025,1/16/2026,12/16/2030,0,60,760,,,,,,No,,,,,,,Debt Consolidation,0.1053,0.00878,Current,0.3404,PP-A,1,27170.96,27170.96,584.41,,0.3404,0
Prosper,PAR_2026_1,2474794,12/31/2025,60,12/17/2025,1/17/2026,12/17/2030,0,60,702,,,,,,No,,,,,,,Debt Consolidation,0.0885,0.00738,Current,0.1,PP-AA,0,7500,7500,155.14,,0.1,0
Prosper,PAR_2026_1,2467973,12/31/2025,36,12/16/2025,1/16/2026,12/16/2028,0,36,709,,,,,,No,,,,,,,Home Improvement,0.1386,0.01155,Current,0.2343,PP-B,1,33000,33000,1125.62,,0.2343,0
Prosper,PAR_2026_1,2472584,12/31/2025,60,12/23/2025,1/23/2026,12/23/2030,0,60,714,,,,,,No,,,,,,,Debt Consolidation,0.1347,0.01123,Current,0.3195,PP-B,0,17000,17000,390.9,,0.3195,0
Prosper,PAR_2026_1,2458823,12/31/2025,60,12/1/2025,1/1/2026,12/1/2030,0,60,680,,,,,,No,,,,,,,Debt Consolidation,0.1098,0.00915,Current,0.193,PP-A,0,25000,25000,543.31,,0.193,0
Prosper,PAR_2026_1,2473462,12/31/2025,60,12/16/2025,1/16/2026,12/16/2030,0,60,698,,,,,,No,,,,,,,Other,0.0984,0.0082,Current,0.1429,PP-A,0,12498.64,12498.64,264.58,,0.1429,0
Prosper,PAR_2026_1,2480593,12/31/2025,60,12/29/2025,1/29/2026,12/29/2030,0,60,742,,,,,,No,,,,,,,Debt Consolidation,0.1041,0.00868,Current,0.2169,PP-A,0,18000,18000,386.09,,0.2169,0
Prosper,PAR_2026_1,2477788,12/31/2025,60,12/23/2025,1/23/2026,12/23/2030,0,60,746,,,,,,No,,,,,,,Debt Consolidation,0.0888,0.0074,Current,0.1077,PP-A,0,26084.12,26084.12,539.95,,0.1077,0
Prosper,PAR_2026_1,2474035,12/31/2025,60,12/16/2025,1/16/2026,12/16/2030,0,60,674,,,,,,No,,,,,,,Large Purchase,0.0985,0.00821,Current,0.1895,PP-A,0,43500,43500,921.04,,0.1895,0
Prosper,PAR_2026_1,2480197,12/31/2025,48,12/29/2025,1/29/2026,12/29/2029,0,48,733,,,,,,No,,,,,,,Debt Consolidation,0.0927,0.00773,Current,0.2402,PP-A,1,30000,30000,750.4,,0.2402,0
Prosper,PAR_2026_1,2466937,12/31/2025,60,12/5/2025,1/5/2026,12/5/2030,0,60,672,,,,,,No,,,,,,,Taxes,0.2755,0.02296,Current,0.0452,PP-E,0,5500,5500,169.76,,0.0452,0
Prosper,PAR_2026_1,2469739,12/31/2025,36,12/10/2025,1/10/2026,12/10/2028,0,36,660,,,,,,No,,,,,,,Debt Consolidation,0.2256,0.0188,Current,0.0502,PP-D,0,3332.96,3332.96,128.25,,0.0502,0
Prosper,PAR_2026_1,2463030,12/31/2025,36,12/9/2025,1/9/2026,12/9/2028,0,36,652,,,,,,No,,,,,,,Debt Consolidation,0.2532,0.0211,Current,0.097,PP-E,0,3500,3500,139.75,,0.097,0
Prosper,PAR_2026_1,2475286,12/31/2025,48,12/18/2025,1/18/2026,12/18/2029,0,48,655,,,,,,No,,,,,,,Debt Consolidation,0.2668,0.02223,Current,0.2632,PP-E,0,10000,10000,341.01,,0.2632,0
Prosper,PAR_2026_1,2475949,12/31/2025,60,12/19/2025,1/19/2026,12/19/2030,0,60,646,,,,,,No,,,,,,,Large Purchase,0.296,0.02467,Current,0.1297,PP-E,0,19500,19500,626.11,,0.1297,0
Prosper,PAR_2026_1,2468501,12/31/2025,60,12/17/2025,1/17/2026,12/17/2030,0,60,647,,,,,,No,,,,,,,Debt Consolidation,0.2867,0.02389,Current,0.1017,PP-E,0,6110.43,6110.43,192.73,,0.1017,0
Prosper,PAR_2026_1,2478283,12/31/2025,60,12/23/2025,1/23/2026,12/23/2030,0,60,645,,,,,,No,,,,,,,Debt Consolidation,0.11,0.00917,Current,0.14,PP-A,0,12500,12500,271.78,,0.14,0
Prosper,PAR_2026_1,2466060,12/31/2025,36,12/12/2025,1/12/2026,12/12/2028,0,36,695,,,,,,No,,,,,,,Household Expenses,0.1812,0.0151,Current,0.3849,PP-C,0,2197.56,2197.56,79.58,,0.3849,0
Prosper,PAR_2026_1,2478016,12/31/2025,60,12/23/2025,1/23/2026,12/23/2030,0,60,753,,,,,,No,,,,,,,Debt Consolidation,0.0836,0.00697,Current,0.3903,PP-AA,0,27170.96,27170.96,555.62,,0.3903,0
Prosper,PAR_2026_1,2469212,12/31/2025,60,12/17/2025,1/17/2026,12/17/2030,0,60,671,,,,,,No,,,,,,,Taxes,0.3025,0.02521,Current,0.2429,PP-E,1,10000,10000,325.07,,0.2429,0
Prosper,PAR_2026_1,2464592,12/31/2025,60,12/10/2025,1/10/2026,12/10/2030,0,60,657,,,,,,No,,,,,,,Large Purchase,0.1374,0.01145,Current,0.0589,PP-B,0,14284.14,14284.14,330.44,,0.0589,0
Prosper,PAR_2026_1,2465190,12/31/2025,60,12/11/2025,1/11/2026,12/11/2030,0,60,665,,,,,,No,,,,,,,Debt Consolidation,0.2296,0.01913,Current,0.1638,PP-D,0,18000,18000,507.01,,0.1638,0
Prosper,PAR_2026_1,2474048,12/31/2025,60,12/29/2025,1/29/2026,12/29/2030,0,60,683,,,,,,No,,,,,,,Debt Consolidation,0.1375,0.01146,Current,0.1186,PP-B,0,17580.49,17580.49,406.79,,0.1186,0
