model	var_name1	var_val1	var_name2	var_val2	value
C	intercept	intercept			-1.33381489044645
C	purpose	CC			0.0139634824988337
C	purpose	Home Improvement			0.0697301010133174
C	purpose	Medical			0.121562359441335
C	purpose	Vehicle			0.266208195903631
C	purpose	Business			0.0655638540831059
C	purpose	Vacation			0.0195679084029097
C	purpose	Missing			0.0773248416263385
C	platform_f	Marlette			-0.436629991067152
C	platform_f	Upstart			0.686553279377155
C	platform_f	Upgrade			0.254202597372422
C	hm_owner	Own			0.01001498661474
C	hm_owner	Mortgage			0.00856945019944946
C	hm_owner	Missing			0.0522024455721115
C	month	February			0.395194282288895
C	month	March			0.134420068866728
C	month	April			0.284071193385019
C	month	May			-0.0936268259069297
C	month	June			0.225997757456775
C	month	July			-0.103995478740427
C	month	August			-0.0317429862945749
C	month	September			0.312765723730507
C	month	October			-0.069817262746164
C	month	November			0.248881341574994
C	month	December			0.0327536564597997
C	employed_f	Yes			0.180609218037343
C	employed_f	Missing			0.178191007559845
C	ofico	500	v_ofico	1	-1.52546884495007
C	ofico	501.758793969849	v_ofico	1	-1.48235071169312
C	ofico	503.517587939699	v_ofico	1	-1.43996195473433
C	ofico	505.276381909548	v_ofico	1	-1.3982967496231
C	ofico	507.035175879397	v_ofico	1	-1.35734927190888
C	ofico	508.793969849246	v_ofico	1	-1.31711369714107
C	ofico	510.552763819096	v_ofico	1	-1.27758420086911
C	ofico	512.311557788945	v_ofico	1	-1.2387549586424
C	ofico	514.070351758794	v_ofico	1	-1.20062014601038
C	ofico	515.829145728643	v_ofico	1	-1.16317393852247
C	ofico	517.587939698493	v_ofico	1	-1.12641051172808
C	ofico	519.346733668342	v_ofico	1	-1.09032404117664
C	ofico	521.105527638191	v_ofico	1	-1.05490870241758
C	ofico	522.86432160804	v_ofico	1	-1.02015867100031
C	ofico	524.623115577889	v_ofico	1	-0.986068122474254
C	ofico	526.381909547739	v_ofico	1	-0.952631232388834
C	ofico	528.140703517588	v_ofico	1	-0.919842176293477
C	ofico	529.899497487437	v_ofico	1	-0.8876951297376
C	ofico	531.658291457286	v_ofico	1	-0.856184268270626
C	ofico	533.417085427136	v_ofico	1	-0.825303767441976
C	ofico	535.175879396985	v_ofico	1	-0.795047802801075
C	ofico	536.934673366834	v_ofico	1	-0.765410549897342
C	ofico	538.693467336683	v_ofico	1	-0.736386184280202
C	ofico	540.452261306533	v_ofico	1	-0.707968881499072
C	ofico	542.211055276382	v_ofico	1	-0.680152817103379
C	ofico	543.969849246231	v_ofico	1	-0.652932166642541
