source_platform,vint_moyy,fico_bkt,fico_bkt_coupon
Marlette,202312,[650-680),0.198836545328225
Marlette,202312,[680-710),0.176698562225877
Marlette,202312,[710-750),0.153586614465429
Marlette,202312,[750+),0.123179194970528
Marlette,202401,[620-650),0.251440674999264
Marlette,202401,[650-680),0.20016928912786
Marlette,202401,[680-710),0.17550817319514
Marlette,202401,[710-750),0.151217006087911
Marlette,202401,[750+),0.119889389014339
Marlette,202402,[620-650),0.230572547876621
Marlette,202402,[650-680),0.192418868251089
Marlette,202402,[680-710),0.175546772237954
Marlette,202402,[710-750),0.153678789474812
Marlette,202402,[750+),0.120580790208834
Marlette,202403,[620-650),0.23836391876088
Marlette,202403,[650-680),0.198174098120477
Marlette,202403,[680-710),0.177329751931428
Marlette,202403,[710-750),0.154930434444573
Marlette,202403,[750+),0.124699823852202
Marlette,202404,[620-650),0.234628112608007
Marlette,202404,[650-680),0.193436808146455
Marlette,202404,[680-710),0.174276960819359
Marlette,202404,[710-750),0.149192493705286
Marlette,202404,[750+),0.121835948623737
Marlette,202405,[620-650),0.241663872841174
Marlette,202405,[650-680),0.194338150659348
Marlette,202405,[680-710),0.176482451169277
Marlette,202405,[710-750),0.153268921449931
Marlette,202405,[750+),0.123471417481588
Marlette,202406,[620-650),0.224565247038195
Marlette,202406,[650-680),0.191011895251705
Marlette,202406,[680-710),0.173584942102452
Marlette,202406,[710-750),0.154058995328319
Marlette,202406,[750+),0.119866852225096
Marlette,202407,[620-650),0.228563841521727
Marlette,202407,[650-680),0.189641806618764
Marlette,202407,[680-710),0.170113132341321
Marlette,202407,[710-750),0.151549356146973
Marlette,202407,[750+),0.114986234779221
Marlette,202408,[620-650),0.231813509362656
Marlette,202408,[650-680),0.191997087255628
Marlette,202408,[680-710),0.173394497318985
Marlette,202408,[710-750),0.153460440261487
Marlette,202408,[750+),0.118286283652435
Marlette,202409,[620-650),0.234260264011721
Marlette,202409,[650-680),0.192707193433075
Marlette,202409,[680-710),0.175410195357819
Marlette,202409,[710-750),0.152829748101855
Marlette,202409,[750+),0.118166003646797
Marlette,202410,[620-650),0.231294624852971
Marlette,202410,[650-680),0.191248878367411
Marlette,202410,[680-710),0.171787906149806
Marlette,202410,[710-750),0.153574974808995
Marlette,202410,[750+),0.120697300915287
Marlette,202411,[620-650),0.229164147079601
Marlette,202411,[650-680),0.191610227648998
Marlette,202411,[680-710),0.173889359950389
Marlette,202411,[710-750),0.147272662729112
Marlette,202411,[750+),0.110561570564068
Marlette,202412,[620-650),0.223744261234111
Marlette,202412,[650-680),0.189686817285115
Marlette,202412,[680-710),0.173494240308984
Marlette,202412,[710-750),0.151552874170788
Marlette,202412,[750+),0.114157640328445
Marlette,202501,[620-650),0.234843879175604
Marlette,202501,[650-680),0.193290149095087
Marlette,202501,[680-710),0.173603293576471
Marlette,202501,[710-750),0.1534423377726
Marlette,202501,[750+),0.118333331480114
Marlette,202502,[620-650),0.237103670546604
Marlette,202502,[650-680),0.194193666473969
Marlette,202502,[680-710),0.174719286112615
Marlette,202502,[710-750),0.153136042276679
Marlette,202502,[750+),0.116820713095582
Marlette,202503,[620-650),0.232736257405802
Marlette,202503,[650-680),0.189019799757348
Marlette,202503,[680-710),0.172939767965752
Marlette,202503,[710-750),0.150356569806781
