source_platform,vint_moyy,fico_bkt,fico_bkt_coupon
Marlette,202503,[750+),0.116636820755311
Marlette,202504,[620-650),0.235518446347617
Marlette,202504,[650-680),0.193098062106292
Marlette,202504,[680-710),0.171751628432486
Marlette,202504,[710-750),0.150529408550825
Marlette,202504,[750+),0.11587548947244
Marlette,202505,[620-650),0.228860202074409
Marlette,202505,[650-680),0.19349870668546
Marlette,202505,[680-710),0.173304431889672
Marlette,202505,[710-750),0.151035180858636
Marlette,202505,[750+),0.114453879221931
Marlette,202506,[620-650),0.222816876224003
Marlette,202506,[650-680),0.188320464577628
Marlette,202506,[680-710),0.167333510273497
Marlette,202506,[710-750),0.145217099154251
Marlette,202506,[750+),0.111045672463247
Marlette,202507,[620-650),0.215171494030282
Marlette,202507,[650-680),0.183858438125314
Marlette,202507,[680-710),0.166061230037968
Marlette,202507,[710-750),0.140846369540783
Marlette,202507,[750+),0.1096020117296
Marlette,202508,[620-650),0.217219437242158
Marlette,202508,[650-680),0.182825246464922
Marlette,202508,[680-710),0.162224070101819
Marlette,202508,[710-750),0.136056634622906
Marlette,202508,[750+),0.105937895799379
Marlette,202509,[620-650),0.215220525548776
Marlette,202509,[650-680),0.182216775243562
Marlette,202509,[680-710),0.15874627158315
Marlette,202509,[710-750),0.134336315546944
Marlette,202509,[750+),0.105297849040614
Marlette,202510,[620-650),0.226155162554915
Marlette,202510,[650-680),0.185563081305326
Marlette,202510,[680-710),0.159307238932784
Marlette,202510,[710-750),0.130236390111509
Marlette,202510,[750+),0.10225261196001
Marlette,202511,[620-650),0.224246519084579
Marlette,202511,[650-680),0.179453677227997
Marlette,202511,[680-710),0.155316659371935
Marlette,202511,[710-750),0.128913906873709
Marlette,202511,[750+),0.101846802088596
Marlette,202512,[620-650),0.215279820560191
Marlette,202512,[650-680),0.182180171319934
Marlette,202512,[680-710),0.158710903847436
Marlette,202512,[710-750),0.129559992734604
Marlette,202512,[750+),0.102282240083168
Marlette,202601,[620-650),0.216740217394931
Marlette,202601,[650-680),0.180778303182336
Marlette,202601,[680-710),0.15610861714831
Marlette,202601,[710-750),0.12895041684339
Marlette,202601,[750+),0.0983862620756405
Marlette,202602,[620-650),0.208235532081968
Marlette,202602,[650-680),0.182314973181477
Marlette,202602,[680-710),0.158227930089194
Marlette,202602,[710-750),0.128340022576097
Marlette,202602,[750+),0.0980742800032413
Marlette,202603,[620-650),0.208235532081968
Marlette,202603,[650-680),0.182314973181477
Marlette,202603,[680-710),0.158227930089194
Marlette,202603,[710-750),0.128340022576097
Marlette,202603,[750+),0.0980742800032413
Marlette,202604,[620-650),0.208235532081968
Marlette,202604,[650-680),0.182314973181477
Marlette,202604,[680-710),0.158227930089194
Marlette,202604,[710-750),0.128340022576097
Marlette,202604,[750+),0.0980742800032413
Marlette,202605,[620-650),0.208235532081968
Marlette,202605,[650-680),0.182314973181477
Marlette,202605,[680-710),0.158227930089194
Marlette,202605,[710-750),0.128340022576097
Marlette,202605,[750+),0.0980742800032413
Prosper,201309,[0-620),0.222588416988417
Prosper,201309,[620-650),0.228284047636994
Prosper,201309,[650-680),0.195484061176524
Prosper,201309,[680-710),0.172138916886141
Prosper,201309,[710-750),0.143373744902319
Prosper,201309,[750+),0.114123894402972
Prosper,201310,[0-620),0.222588416988417
Prosper,201310,[620-650),0.232804340336285
Prosper,201310,[650-680),0.194554771422198
Prosper,201310,[680-710),0.170856840094668
Prosper,201310,[710-750),0.146674387593253
Prosper,201310,[750+),0.105922151894037
Prosper,201311,[0-620),0.222588416988417
Prosper,201311,[620-650),0.217560612488844
Prosper,201311,[650-680),0.189299541203649
Prosper,201311,[680-710),0.165718581405865
Prosper,201311,[710-750),0.137973748411474
Prosper,201311,[750+),0.10248381797072
Prosper,201312,[0-620),0.222588416988417
Prosper,201312,[620-650),0.208122507766664
Prosper,201312,[650-680),0.183880734902448
Prosper,201312,[680-710),0.155685029501152
Prosper,201312,[710-750),0.131623875952117
Prosper,201312,[750+),0.102488930437993
Prosper,201401,[620-650),0.203813944098418
Prosper,201401,[650-680),0.177493567436482
Prosper,201401,[680-710),0.147241813798365
Prosper,201401,[710-750),0.124309670652151
Prosper,201401,[750+),0.0979166848840708
Prosper,201402,[620-650),0.197931034402597
Prosper,201402,[650-680),0.173995286799084
Prosper,201402,[680-710),0.148302819975993
Prosper,201402,[710-750),0.121885157192515
Prosper,201402,[750+),0.0966030001350044
Prosper,201403,[620-650),0.200276466960714
Prosper,201403,[650-680),0.174013587670484
Prosper,201403,[680-710),0.146473555468528
Prosper,201403,[710-750),0.122435774877029
Prosper,201403,[750+),0.094069589113215
Prosper,201404,[620-650),0.193508716706639
Prosper,201404,[650-680),0.168657033619081
Prosper,201404,[680-710),0.144447906395865
Prosper,201404,[710-750),0.121572352548895
Prosper,201404,[750+),0.0955181191982648
Prosper,201405,[620-650),0.191268858535007
Prosper,201405,[650-680),0.163014209740796
Prosper,201405,[680-710),0.141480191481172
Prosper,201405,[710-750),0.121839337387691
Prosper,201405,[750+),0.0958878359590451
Prosper,201406,[620-650),0.194460415357957
Prosper,201406,[650-680),0.166082776114116
Prosper,201406,[680-710),0.145045493753295
Prosper,201406,[710-750),0.123938952825197
Prosper,201406,[750+),0.0957798212645688
Prosper,201407,[620-650),0.195729307246664
Prosper,201407,[650-680),0.165696266291608
Prosper,201407,[680-710),0.14323348327123
Prosper,201407,[710-750),0.122745094567254
Prosper,201407,[750+),0.0959266156691331
Prosper,201408,[620-650),0.193315333313702
Prosper,201408,[650-680),0.165246927191579
Prosper,201408,[680-710),0.143143702563807
Prosper,201408,[710-750),0.122803741392582
Prosper,201408,[750+),0.0949038522573137
Prosper,201409,[620-650),0.194125693348489
Prosper,201409,[650-680),0.167176774749419
Prosper,201409,[680-710),0.14248190517109
Prosper,201409,[710-750),0.122536075533441
Prosper,201409,[750+),0.0942224647900885
Prosper,201410,[620-650),0.194619006243036
Prosper,201410,[650-680),0.167653725657043
Prosper,201410,[680-710),0.143228189137381
Prosper,201410,[710-750),0.12397520164008
Prosper,201410,[750+),0.0967797310160294
Prosper,201411,[620-650),0.195465061045737
Prosper,201411,[650-680),0.164609441926719
Prosper,201411,[680-710),0.140264793145374
Prosper,201411,[710-750),0.121454878404372
Prosper,201411,[750+),0.0959282370747954
Prosper,201412,[620-650),0.181101832923101
Prosper,201412,[650-680),0.158150789737896
Prosper,201412,[680-710),0.131047063845103
Prosper,201412,[710-750),0.110999635765207
Prosper,201412,[750+),0.0929074798926574
Prosper,201501,[620-650),0.183200876911429
Prosper,201501,[650-680),0.156746909437056
Prosper,201501,[680-710),0.129526030803999
Prosper,201501,[710-750),0.112103879369182
Prosper,201501,[750+),0.0914733562435817
Prosper,201502,[620-650),0.181113334924415
Prosper,201502,[650-680),0.157915574812505
Prosper,201502,[680-710),0.134741676557439
Prosper,201502,[710-750),0.115596693523236
Prosper,201502,[750+),0.0946386713597166
Prosper,201503,[620-650),0.17628274133142
Prosper,201503,[650-680),0.152538471840953
Prosper,201503,[680-710),0.128288686540846
Prosper,201503,[710-750),0.11089988364718
Prosper,201503,[750+),0.0896104126662635
Prosper,201504,[620-650),0.17397534475531
Prosper,201504,[650-680),0.152449345035246
Prosper,201504,[680-710),0.129573211834077
Prosper,201504,[710-750),0.111091130054054
Prosper,201504,[750+),0.0901278820958635
Prosper,201505,[620-650),0.176032074408631
Prosper,201505,[650-680),0.153925395166508
Prosper,201505,[680-710),0.129250823506026
Prosper,201505,[710-750),0.112198078611284
Prosper,201505,[750+),0.089657434087166
Prosper,201506,[620-650),0.175246554231316
Prosper,201506,[650-680),0.154896426071472
Prosper,201506,[680-710),0.131031557027368
Prosper,201506,[710-750),0.112121996303381
Prosper,201506,[750+),0.0911161851503313
Prosper,201507,[620-650),0.177545240311587
Prosper,201507,[650-680),0.154283661944489
Prosper,201507,[680-710),0.129523722073552
Prosper,201507,[710-750),0.110951367258329
Prosper,201507,[750+),0.0901416772826384
Prosper,201508,[620-650),0.183129309397226
Prosper,201508,[650-680),0.15642560338701
Prosper,201508,[680-710),0.13137902401543
Prosper,201508,[710-750),0.113825839010062
Prosper,201508,[750+),0.0923194131244135
Prosper,201509,[620-650),0.19483900492109
Prosper,201509,[650-680),0.167749098602272
Prosper,201509,[680-710),0.136880202381259
Prosper,201509,[710-750),0.117244252716538
Prosper,201509,[750+),0.0970979337811123
Prosper,201510,[620-650),0.194968248688545
Prosper,201510,[650-680),0.16459140559083
Prosper,201510,[680-710),0.135523903448958
Prosper,201510,[710-750),0.114289886189673
Prosper,201510,[750+),0.092673887388928
Prosper,201511,[620-650),0.195213780825364
Prosper,201511,[650-680),0.164454963881944
Prosper,201511,[680-710),0.134864685564995
Prosper,201511,[710-750),0.111612494589214
Prosper,201511,[750+),0.0884246122523637
Prosper,201512,[620-650),0.197305121495761
Prosper,201512,[650-680),0.166695464726446
Prosper,201512,[680-710),0.135578969574014
Prosper,201512,[710-750),0.112049572592341
Prosper,201512,[750+),0.0883907361467321
Prosper,201601,[620-650),0.193525666090635
Prosper,201601,[650-680),0.163433330503785
Prosper,201601,[680-710),0.132357964883944
Prosper,201601,[710-750),0.109357833873527
Prosper,201601,[750+),0.0874666509193219
Prosper,201602,[620-650),0.191825594341939
Prosper,201602,[650-680),0.164260981022636
Prosper,201602,[680-710),0.13360796410911
Prosper,201602,[710-750),0.106059803000448
Prosper,201602,[750+),0.084701025358256
Prosper,201603,[620-650),0.198371541233967
Prosper,201603,[650-680),0.168265581761794
Prosper,201603,[680-710),0.136982865286734
Prosper,201603,[710-750),0.112038214501208
Prosper,201603,[750+),0.0901443584587083
Prosper,201604,[620-650),0.195229432897639
Prosper,201604,[650-680),0.164153887640936
Prosper,201604,[680-710),0.134587612577937
Prosper,201604,[710-750),0.110846057096694
Prosper,201604,[750+),0.0919128469448536
Prosper,201605,[620-650),0.205100848609587
Prosper,201605,[650-680),0.172974703152201
Prosper,201605,[680-710),0.141738126905076
Prosper,201605,[710-750),0.11753851641301
Prosper,201605,[750+),0.0940103981141575
Prosper,201606,[620-650),0.230246263961855
Prosper,201606,[650-680),0.190670904090868
Prosper,201606,[680-710),0.156256667759044
Prosper,201606,[710-750),0.129464017891283
Prosper,201606,[750+),0.100673068477027
Prosper,201607,[620-650),0.230408776606977
Prosper,201607,[650-680),0.19455468613643
Prosper,201607,[680-710),0.156811929021036
Prosper,201607,[710-750),0.127346751424687
Prosper,201607,[750+),0.102284838673915
Prosper,201608,[620-650),0.215909425722746
Prosper,201608,[650-680),0.188401986292731
Prosper,201608,[680-710),0.152452433994938
Prosper,201608,[710-750),0.12739693386475
Prosper,201608,[750+),0.0993913330049615
Prosper,201609,[620-650),0.215393243415988
Prosper,201609,[650-680),0.182226647595798
Prosper,201609,[680-710),0.151667997567425
Prosper,201609,[710-750),0.123988951417619
Prosper,201609,[750+),0.0974692672041666
Prosper,201610,[620-650),0.219581358754824
Prosper,201610,[650-680),0.192120581126124
Prosper,201610,[680-710),0.154664466576821
Prosper,201610,[710-750),0.122157028808946
Prosper,201610,[750+),0.0970293951301093
Prosper,201611,[620-650),0.220208789198945
Prosper,201611,[650-680),0.184754739677818
Prosper,201611,[680-710),0.147850743443541
Prosper,201611,[710-750),0.113202834091221
Prosper,201611,[750+),0.088117375712348
Prosper,201612,[0-620),0.290691817360851
Prosper,201612,[620-650),0.213185840432309
Prosper,201612,[650-680),0.184865099435027
Prosper,201612,[680-710),0.144157330805941
Prosper,201612,[710-750),0.112210235108052
Prosper,201612,[750+),0.0854514298222866
Prosper,201701,[0-620),0.250475173454836
Prosper,201701,[620-650),0.226283722712575
Prosper,201701,[650-680),0.205443770254712
Prosper,201701,[680-710),0.175085762331736
Prosper,201701,[710-750),0.131569545219689
Prosper,201701,[750+),0.0970779754708949
Prosper,201702,[0-620),0.229863102723499
Prosper,201702,[620-650),0.218761123414737
Prosper,201702,[650-680),0.202740778906378
Prosper,201702,[680-710),0.171393077911534
Prosper,201702,[710-750),0.131835980658002
Prosper,201702,[750+),0.0950775530527248
Prosper,201703,[0-620),0.222035946342784
Prosper,201703,[620-650),0.21702485211995
Prosper,201703,[650-680),0.200612637967318
Prosper,201703,[680-710),0.17174181461886
Prosper,201703,[710-750),0.130410778942983
Prosper,201703,[750+),0.0984210410731884
Prosper,201704,[0-620),0.204336452513967
Prosper,201704,[620-650),0.227243635887562
Prosper,201704,[650-680),0.206989104196623
Prosper,201704,[680-710),0.175288833656544
Prosper,201704,[710-750),0.132549436263024
Prosper,201704,[750+),0.100140707850572
Prosper,201705,[0-620),0.2799
Prosper,201705,[620-650),0.233954531138177
Prosper,201705,[650-680),0.212578834686372
Prosper,201705,[680-710),0.176987252363208
Prosper,201705,[710-750),0.130488356879488
Prosper,201705,[750+),0.0964404420950004
Prosper,201706,[0-620),0.2799
Prosper,201706,[620-650),0.232870693877961
Prosper,201706,[650-680),0.210241507195782
Prosper,201706,[680-710),0.175141442779229
Prosper,201706,[710-750),0.130654204015156
Prosper,201706,[750+),0.093531807536501
Prosper,201707,[0-620),0.2799
Prosper,201707,[620-650),0.230433635490075
Prosper,201707,[650-680),0.20710222440968
Prosper,201707,[680-710),0.173671008172225
Prosper,201707,[710-750),0.129161111227069
Prosper,201707,[750+),0.09604080167614
Prosper,201708,[0-620),0.2799
Prosper,201708,[620-650),0.231019855316663
Prosper,201708,[650-680),0.208204495995239
Prosper,201708,[680-710),0.171405341616772
Prosper,201708,[710-750),0.12668795843312
Prosper,201708,[750+),0.0919237008596997
Prosper,201709,[620-650),0.227642259588595
Prosper,201709,[650-680),0.204697547087736
Prosper,201709,[680-710),0.169269603983653
Prosper,201709,[710-750),0.123904447164314
Prosper,201709,[750+),0.0913870457805713
Prosper,201710,[620-650),0.226008610448667
Prosper,201710,[650-680),0.203520744419723
Prosper,201710,[680-710),0.167995573258971
Prosper,201710,[710-750),0.123365020042021
Prosper,201710,[750+),0.0910289998355154
Prosper,201711,[620-650),0.223071556265949
Prosper,201711,[650-680),0.199521817462782
Prosper,201711,[680-710),0.165141383479023
Prosper,201711,[710-750),0.117823968161201
Prosper,201711,[750+),0.0887766883877098
Prosper,201712,[620-650),0.214977376884947
Prosper,201712,[650-680),0.196657443471908
Prosper,201712,[680-710),0.163431849455765
Prosper,201712,[710-750),0.116409855379151
Prosper,201712,[750+),0.0854116129332723
Prosper,201801,[620-650),0.208649291061929
Prosper,201801,[650-680),0.189308564438562
Prosper,201801,[680-710),0.16013569892593
Prosper,201801,[710-750),0.115323926543784
Prosper,201801,[750+),0.086212197130821
Prosper,201802,[620-650),0.205191699898035
Prosper,201802,[650-680),0.189429121769024
Prosper,201802,[680-710),0.158018846627813
Prosper,201802,[710-750),0.113533912644132
Prosper,201802,[750+),0.0872954996599168
Prosper,201803,[620-650),0.2089759427265
Prosper,201803,[650-680),0.19122988656953
Prosper,201803,[680-710),0.158826008220608
Prosper,201803,[710-750),0.116415287413641
Prosper,201803,[750+),0.0867331662629488
Prosper,201804,[620-650),0.203443453542757
Prosper,201804,[650-680),0.189537507043965
Prosper,201804,[680-710),0.158876499005522
Prosper,201804,[710-750),0.115525355137895
Prosper,201804,[750+),0.0882794615840541
Prosper,201805,[620-650),0.201590675139141
Prosper,201805,[650-680),0.185807067721023
Prosper,201805,[680-710),0.160324583244536
Prosper,201805,[710-750),0.122796639751741
Prosper,201805,[750+),0.0947183803324141
Prosper,201806,[620-650),0.190974421879106
Prosper,201806,[650-680),0.17873563937093
Prosper,201806,[680-710),0.158732968314956
Prosper,201806,[710-750),0.121997659067772
Prosper,201806,[750+),0.0969054421901922
Prosper,201807,[620-650),0.203889927723386
Prosper,201807,[650-680),0.195761534970968
Prosper,201807,[680-710),0.16583814437909
Prosper,201807,[710-750),0.124253498780758
Prosper,201807,[750+),0.0952602426798367
Prosper,201808,[620-650),0.197065876786834
Prosper,201808,[650-680),0.187168342127199
Prosper,201808,[680-710),0.16097500426321
Prosper,201808,[710-750),0.121197434326367
Prosper,201808,[750+),0.0925675122855812
Prosper,201809,[620-650),0.19993564970904
Prosper,201809,[650-680),0.188303779275629
Prosper,201809,[680-710),0.160857671258623
Prosper,201809,[710-750),0.120744267279438
Prosper,201809,[750+),0.0936365337418284
Prosper,201810,[620-650),0.193260003187699
Prosper,201810,[650-680),0.187196561349132
Prosper,201810,[680-710),0.159725261559544
Prosper,201810,[710-750),0.119688479279942
Prosper,201810,[750+),0.0906614259662042
Prosper,201811,[620-650),0.197744740331039
Prosper,201811,[650-680),0.184843935951832
Prosper,201811,[680-710),0.164650805726513
Prosper,201811,[710-750),0.124871447651254
Prosper,201811,[750+),0.09420410126743
Prosper,201812,[620-650),0.195999593844608
Prosper,201812,[650-680),0.186437501533291
Prosper,201812,[680-710),0.165257881925933
Prosper,201812,[710-750),0.123294764643339
Prosper,201812,[750+),0.0943168381205841
Prosper,201901,[620-650),0.194134426118491
Prosper,201901,[650-680),0.182252195319459
Prosper,201901,[680-710),0.160342192874252
Prosper,201901,[710-750),0.120270125449773
Prosper,201901,[750+),0.0898915077650984
Prosper,201902,[620-650),0.189673564012634
Prosper,201902,[650-680),0.17824885072868
Prosper,201902,[680-710),0.158585687280645
Prosper,201902,[710-750),0.11895034961572
Prosper,201902,[750+),0.0927829697924215
Prosper,201903,[620-650),0.193362929158008
Prosper,201903,[650-680),0.178481217127221
Prosper,201903,[680-710),0.159612669956253
Prosper,201903,[710-750),0.120914698415423
Prosper,201903,[750+),0.094430320755415
Prosper,201904,[620-650),0.191799284053884
Prosper,201904,[650-680),0.175333568804349
Prosper,201904,[680-710),0.158890917045737
Prosper,201904,[710-750),0.120162659506752
Prosper,201904,[750+),0.0944592854211716
Prosper,201905,[620-650),0.187562927032527
Prosper,201905,[650-680),0.174449954077253
Prosper,201905,[680-710),0.158255199970154
Prosper,201905,[710-750),0.119118160703207
Prosper,201905,[750+),0.0951686317029675
Prosper,201906,[620-650),0.191700187353685
Prosper,201906,[650-680),0.17494406211468
Prosper,201906,[680-710),0.158032318182879
Prosper,201906,[710-750),0.121327999538048
Prosper,201906,[750+),0.0964777607132391
Prosper,201907,[620-650),0.184587105118644
Prosper,201907,[650-680),0.173045036034067
Prosper,201907,[680-710),0.156069561852378
Prosper,201907,[710-750),0.119441157983704
Prosper,201907,[750+),0.0945381955452017
Prosper,201908,[620-650),0.184703099676609
Prosper,201908,[650-680),0.172421067191423
Prosper,201908,[680-710),0.154701172335887
Prosper,201908,[710-750),0.120558995935057
Prosper,201908,[750+),0.094076413470829
Prosper,201909,[620-650),0.183443730832111
Prosper,201909,[650-680),0.171984229031239
Prosper,201909,[680-710),0.151694223744358
Prosper,201909,[710-750),0.11915470926421
Prosper,201909,[750+),0.0931669078992539
Prosper,201910,[620-650),0.187906896850234
Prosper,201910,[650-680),0.175329463426503
Prosper,201910,[680-710),0.155258353347418
Prosper,201910,[710-750),0.121762640445468
Prosper,201910,[750+),0.094755898175973
Prosper,201911,[620-650),0.190570539000356
Prosper,201911,[650-680),0.179142356253733
Prosper,201911,[680-710),0.156405186350414
Prosper,201911,[710-750),0.122506895112154
Prosper,201911,[750+),0.0943823832652762
Prosper,201912,[620-650),0.188588798471873
Prosper,201912,[650-680),0.180654305872887
Prosper,201912,[680-710),0.157164927445216
Prosper,201912,[710-750),0.123857751748694
Prosper,201912,[750+),0.0942100800287318
Prosper,202001,[620-650),0.186549473645587
Prosper,202001,[650-680),0.177318668670415
Prosper,202001,[680-710),0.153623305691121
Prosper,202001,[710-750),0.123089189590328
Prosper,202001,[750+),0.0936408684865203
Prosper,202002,[620-650),0.190152389912674
Prosper,202002,[650-680),0.177887460214338
Prosper,202002,[680-710),0.15246993398289
Prosper,202002,[710-750),0.122610408208489
Prosper,202002,[750+),0.0931575688498429
Prosper,202003,[620-650),0.194603529063662
Prosper,202003,[650-680),0.186594246033301
Prosper,202003,[680-710),0.155377045062841
Prosper,202003,[710-750),0.122470214480673
Prosper,202003,[750+),0.0921571424134446
Prosper,202004,[620-650),0.18989159922848
Prosper,202004,[650-680),0.176457567617412
Prosper,202004,[680-710),0.1539153721913
Prosper,202004,[710-750),0.128438937493498
Prosper,202004,[750+),0.0998420643410246
Prosper,202005,[620-650),0.152271932259049
Prosper,202005,[650-680),0.147400639215178
Prosper,202005,[680-710),0.136338764218207
Prosper,202005,[710-750),0.120166359492796
Prosper,202005,[750+),0.0993684816678319
Prosper,202006,[620-650),0.160859949606142
Prosper,202006,[650-680),0.15489342106944
Prosper,202006,[680-710),0.142183697991135
Prosper,202006,[710-750),0.12222753446878
Prosper,202006,[750+),0.0991481257451461
Prosper,202007,[620-650),0.174293070609141
Prosper,202007,[650-680),0.164207525791276
Prosper,202007,[680-710),0.146670570162506
Prosper,202007,[710-750),0.123545567632026
Prosper,202007,[750+),0.101054442163469
Prosper,202008,[620-650),0.182678008792618
Prosper,202008,[650-680),0.174415133343011
Prosper,202008,[680-710),0.151384732839433
Prosper,202008,[710-750),0.126364643099504
Prosper,202008,[750+),0.100318210903608
Prosper,202009,[620-650),0.188793706400991
Prosper,202009,[650-680),0.176814066510164
Prosper,202009,[680-710),0.154296219451989
Prosper,202009,[710-750),0.126331280265742
Prosper,202009,[750+),0.101015818745459
Prosper,202010,[620-650),0.176078879828532
Prosper,202010,[650-680),0.16409465746145
Prosper,202010,[680-710),0.144759719639253
Prosper,202010,[710-750),0.117400920757459
Prosper,202010,[750+),0.0936632985093818
Prosper,202011,[620-650),0.169661217072879
Prosper,202011,[650-680),0.161389057874081
Prosper,202011,[680-710),0.146717484574177
Prosper,202011,[710-750),0.117141493483687
Prosper,202011,[750+),0.090768238035849
Prosper,202012,[620-650),0.173144323681898
Prosper,202012,[650-680),0.163423882599639
Prosper,202012,[680-710),0.147803158323226
Prosper,202012,[710-750),0.118617317596682
Prosper,202012,[750+),0.0914318797220575
Prosper,202101,[620-650),0.171692264348315
Prosper,202101,[650-680),0.16145529215991
Prosper,202101,[680-710),0.145971003627587
Prosper,202101,[710-750),0.119363318707214
Prosper,202101,[750+),0.0913080059687079
Prosper,202102,[620-650),0.174196740607406
Prosper,202102,[650-680),0.161188122151398
Prosper,202102,[680-710),0.147620748916418
Prosper,202102,[710-750),0.118453715682566
Prosper,202102,[750+),0.0916419877965112
Prosper,202103,[620-650),0.168863840120329
Prosper,202103,[650-680),0.162163204699708
Prosper,202103,[680-710),0.148251174727832
Prosper,202103,[710-750),0.118325772644916
Prosper,202103,[750+),0.0912025675065731
Prosper,202104,[620-650),0.168767376903745
Prosper,202104,[650-680),0.157244794891393
Prosper,202104,[680-710),0.141600864747259
Prosper,202104,[710-750),0.118296889353218
Prosper,202104,[750+),0.0924512136096593
Prosper,202105,[620-650),0.161587406336178
Prosper,202105,[650-680),0.158034669109827
Prosper,202105,[680-710),0.140678968620709
Prosper,202105,[710-750),0.117587639387049
Prosper,202105,[750+),0.0920931944334066
Prosper,202106,[620-650),0.166915466948179
Prosper,202106,[650-680),0.161131462151639
Prosper,202106,[680-710),0.142048091633445
Prosper,202106,[710-750),0.117645366156688
Prosper,202106,[750+),0.095764736381858
Prosper,202107,[620-650),0.174975488026247
Prosper,202107,[650-680),0.163950156962089
Prosper,202107,[680-710),0.142719507779856
Prosper,202107,[710-750),0.119514730969589
Prosper,202107,[750+),0.0948106152426268
Prosper,202108,[620-650),0.176789466165133
Prosper,202108,[650-680),0.162111310450165
Prosper,202108,[680-710),0.143350839469579
Prosper,202108,[710-750),0.119442921000397
Prosper,202108,[750+),0.0958402802754076
Prosper,202109,[620-650),0.172635035999982
Prosper,202109,[650-680),0.160226987941896
Prosper,202109,[680-710),0.141959319055717
Prosper,202109,[710-750),0.116802175875454
Prosper,202109,[750+),0.0925958271325439
Prosper,202110,[620-650),0.160335368720526
Prosper,202110,[650-680),0.156027752840153
Prosper,202110,[680-710),0.136393055687565
Prosper,202110,[710-750),0.118987171712937
Prosper,202110,[750+),0.0955098489228501
Prosper,202111,[620-650),0.165602588053695
Prosper,202111,[650-680),0.156372835465546
Prosper,202111,[680-710),0.138564238835392
Prosper,202111,[710-750),0.117351814276172
Prosper,202111,[750+),0.0936877412436563
Prosper,202112,[0-620),0.246511891891892
Prosper,202112,[620-650),0.173817698668745
Prosper,202112,[650-680),0.159624014314255
Prosper,202112,[680-710),0.142232730522801
Prosper,202112,[710-750),0.117687533794277
Prosper,202112,[750+),0.0951192498950351
Prosper,202201,[0-620),0.239943295232785
Prosper,202201,[620-650),0.181196529520769
Prosper,202201,[650-680),0.160329873713845
Prosper,202201,[680-710),0.142639365943327
Prosper,202201,[710-750),0.11938480790466
Prosper,202201,[750+),0.094600791585464
Prosper,202202,[0-620),0.240258009602794
Prosper,202202,[620-650),0.184540663240709
Prosper,202202,[650-680),0.160441865463397
Prosper,202202,[680-710),0.142904662556228
Prosper,202202,[710-750),0.118070151630941
Prosper,202202,[750+),0.093749367679812
Prosper,202203,[0-620),0.247082354203552
Prosper,202203,[620-650),0.188589064342096
Prosper,202203,[650-680),0.162780331393638
Prosper,202203,[680-710),0.143771027022618
Prosper,202203,[710-750),0.1197155250357
Prosper,202203,[750+),0.0962161376688645
Prosper,202204,[0-620),0.251229334950293
Prosper,202204,[620-650),0.19112724813216
Prosper,202204,[650-680),0.161163845866469
Prosper,202204,[680-710),0.142294623598506
Prosper,202204,[710-750),0.116967840328754
Prosper,202204,[750+),0.0944397170684079
Prosper,202205,[0-620),0.267632199849523
Prosper,202205,[620-650),0.193020183422851
Prosper,202205,[650-680),0.159178670234611
Prosper,202205,[680-710),0.135984731543584
Prosper,202205,[710-750),0.111499031315897
Prosper,202205,[750+),0.0896541912320184
Prosper,202206,[0-620),0.269610591042846
Prosper,202206,[620-650),0.194609561862231
Prosper,202206,[650-680),0.164395137770713
Prosper,202206,[680-710),0.13795274260237
Prosper,202206,[710-750),0.110688099784077
Prosper,202206,[750+),0.089855311328317
Prosper,202207,[0-620),0.277719316984924
Prosper,202207,[620-650),0.210871830783618
Prosper,202207,[650-680),0.180071845331217
Prosper,202207,[680-710),0.145228675471446
Prosper,202207,[710-750),0.111017604692072
Prosper,202207,[750+),0.0888002709387546
Prosper,202208,[0-620),0.283800406048682
Prosper,202208,[620-650),0.221964125211092
Prosper,202208,[650-680),0.188343455748075
Prosper,202208,[680-710),0.152271391988842
Prosper,202208,[710-750),0.115414921068936
Prosper,202208,[750+),0.0903015487884418
Prosper,202209,[0-620),0.282401593819591
Prosper,202209,[620-650),0.222379733786186
Prosper,202209,[650-680),0.191852482371487
Prosper,202209,[680-710),0.153508392262304
Prosper,202209,[710-750),0.119584739502437
Prosper,202209,[750+),0.0973378385932332
Prosper,202210,[0-620),0.285902595630065
Prosper,202210,[620-650),0.223173360629097
Prosper,202210,[650-680),0.1916987103737
Prosper,202210,[680-710),0.154517767140051
Prosper,202210,[710-750),0.119112151462769
Prosper,202210,[750+),0.0945710794706835
Prosper,202211,[0-620),0.27767143432801
Prosper,202211,[620-650),0.227882166185213
Prosper,202211,[650-680),0.196183558420979
Prosper,202211,[680-710),0.156664147715946
Prosper,202211,[710-750),0.121750172413511
Prosper,202211,[750+),0.0959984066839769
Prosper,202212,[0-620),0.278008419337317
Prosper,202212,[620-650),0.219878496449229
Prosper,202212,[650-680),0.195743143675036
Prosper,202212,[680-710),0.166143065090595
Prosper,202212,[710-750),0.135298059574554
Prosper,202212,[750+),0.108590714820661
Prosper,202301,[0-620),0.279559892130424
Prosper,202301,[620-650),0.222261975349558
Prosper,202301,[650-680),0.196300804006351
Prosper,202301,[680-710),0.16939271408997
Prosper,202301,[710-750),0.137216230192329
Prosper,202301,[750+),0.109580704057033
Prosper,202302,[0-620),0.273928784489187
Prosper,202302,[620-650),0.223621995105966
Prosper,202302,[650-680),0.197203204557273
Prosper,202302,[680-710),0.16691680357578
