model	var_name1	var_val1	var_name2	var_val2	value
C	month	August			0.107891400012117
C	month	December			0.0858102590100737
C	month	February			0.311020556823467
C	month	January			0.371602046162101
C	month	July			0.134209707906593
C	month	June			-0.0257130347952894
C	month	March			0.0116176099038857
C	month	May			0.0299848997160451
C	month	November			-0.0103809581829394
C	month	October			0.023124390559732
C	month	September			0.183121487380542
C	platform_f	Drive			0.521029517755329
C	platform_f	Exeter			1.41552925719025
C	platform_f	Santander Drive			0.3241823757683
C	intercept	intercept			-1.49823463947334
C	ofico	500	v_ofico		-0.0578456415222531
C	ofico	501.105527638191	v_ofico		-0.0570363620387426
C	ofico	502.211055276382	v_ofico		-0.0562271013880868
C	ofico	503.316582914573	v_ofico		-0.055417902588574
C	ofico	504.422110552764	v_ofico		-0.0546088339592919
C	ofico	505.527638190955	v_ofico		-0.0537999878277758
C	ofico	506.633165829146	v_ofico		-0.0529914792488297
C	ofico	507.738693467337	v_ofico		-0.0521834447347136
C	ofico	508.844221105528	v_ofico		-0.0513760409969478
C	ofico	509.949748743719	v_ofico		-0.0505694437000072
C	ofico	511.05527638191	v_ofico		-0.0497638462272219
C	ofico	512.1608040201	v_ofico		-0.0489594584592256
C	ofico	513.266331658292	v_ofico		-0.0481565055653307
C	ofico	514.371859296482	v_ofico		-0.0473552268082274
C	ofico	515.477386934673	v_ofico		-0.0465558743624389
C	ofico	516.582914572864	v_ofico		-0.0457587121469821
C	ofico	517.688442211055	v_ofico		-0.0449640146727039
C	ofico	518.793969849246	v_ofico		-0.0441720659047889
C	ofico	519.899497487437	v_ofico		-0.0433831581409418
C	ofico	521.005025125628	v_ofico		-0.042597590905769
C	ofico	522.110552763819	v_ofico		-0.0418156698618965
C	ofico	523.21608040201	v_ofico		-0.0410377057383725
C	ofico	524.321608040201	v_ofico		-0.0402640132769032
C	ofico	525.427135678392	v_ofico		-0.0394949101964935
C	ofico	526.532663316583	v_ofico		-0.0387307161770566
C	ofico	527.638190954774	v_ofico		-0.0379717518625628
C	ofico	528.743718592965	v_ofico		-0.0372183378843033
C	ofico	529.849246231156	v_ofico		-0.0364707939048417
C	ofico	530.954773869347	v_ofico		-0.0357294376832219
C	ofico	532.060301507538	v_ofico		-0.0349945841620023
C	ofico	533.165829145729	v_ofico		-0.0342665445766794
C	ofico	534.27135678392	v_ofico		-0.0335456255880514
C	ofico	535.376884422111	v_ofico		-0.0328321284380761
C	ofico	536.482412060301	v_ofico		-0.0321263481297538
C	ofico	537.587939698493	v_ofico		-0.0314285726315655
C	ofico	538.693467336683	v_ofico		-0.0307390821069781
C	ofico	539.798994974874	v_ofico		-0.030058148169514
C	ofico	540.904522613065	v_ofico		-0.029386033163871
C	ofico	542.010050251256	v_ofico		-0.0287229894735581
C	ofico	543.115577889447	v_ofico		-0.0280692588554953
C	ofico	544.221105527638	v_ofico		-0.0274250718020074
C	ofico	545.326633165829	v_ofico		-0.0267906469306205
C	ofico	546.43216080402	v_ofico		-0.0261661904020477
C	ofico	547.537688442211	v_ofico		-0.0255518953667317
C	ofico	548.643216080402	v_ofico		-0.0249479414402805
C	ofico	549.748743718593	v_ofico		-0.0243544942081184
C	ofico	550.854271356784	v_ofico		-0.0237717047596402
C	ofico	551.959798994975	v_ofico		-0.0231997092521336
