model	var_name1	var_val1	var_name2	var_val2	value
C	intercept	intercept			-3.79064799448857
C	month	February			-0.473702039435958
C	month	March			-0.428584734464648
C	month	April			0.200198908049763
C	month	May			0.626424199022505
C	month	June			-1.0950142416769
C	month	July			-0.0628226976230986
C	month	August			0.365769924688636
C	month	September			-0.731473089466048
C	month	October			-12.7446923046144
C	month	November			0.0570380302941141
C	month	December			0.196007328527086
C	ofico	552	v_ofico	1	0.981246070551933
C	ofico	553.391959798995	v_ofico	1	0.969842499696382
C	ofico	554.78391959799	v_ofico	1	0.958438928839574
C	ofico	556.175879396985	v_ofico	1	0.947035357980249
C	ofico	557.56783919598	v_ofico	1	0.935631787117149
C	ofico	558.959798994975	v_ofico	1	0.924228216249017
C	ofico	560.35175879397	v_ofico	1	0.912824645374595
C	ofico	561.743718592965	v_ofico	1	0.901421074492624
C	ofico	563.13567839196	v_ofico	1	0.890017503601738
C	ofico	564.527638190955	v_ofico	1	0.878613932699551
C	ofico	565.91959798995	v_ofico	1	0.867210361782515
C	ofico	567.311557788945	v_ofico	1	0.855806790846267
C	ofico	568.70351758794	v_ofico	1	0.844403219886011
C	ofico	570.095477386935	v_ofico	1	0.832999648896938
C	ofico	571.48743718593	v_ofico	1	0.821596077874246
C	ofico	572.879396984925	v_ofico	1	0.810192506813124
C	ofico	574.27135678392	v_ofico	1	0.798788935708632
C	ofico	575.663316582915	v_ofico	1	0.787385364555113
C	ofico	577.055276381909	v_ofico	1	0.77598179334668
C	ofico	578.447236180904	v_ofico	1	0.76457822207744
C	ofico	579.8391959799	v_ofico	1	0.753174650741097
C	ofico	581.231155778895	v_ofico	1	0.741771079330114
C	ofico	582.623115577889	v_ofico	1	0.730367507835579
C	ofico	584.015075376884	v_ofico	1	0.718963936247234
C	ofico	585.407035175879	v_ofico	1	0.707560364553517
C	ofico	586.798994974874	v_ofico	1	0.696156792741583
C	ofico	588.190954773869	v_ofico	1	0.684753220797346
C	ofico	589.582914572864	v_ofico	1	0.673349648705505
C	ofico	590.974874371859	v_ofico	1	0.661946076449588
C	ofico	592.366834170854	v_ofico	1	0.650542504011989
C	ofico	593.758793969849	v_ofico	1	0.639138931373999
C	ofico	595.150753768844	v_ofico	1	0.627735358515851
C	ofico	596.542713567839	v_ofico	1	0.616331785416765
C	ofico	597.934673366834	v_ofico	1	0.604928212054977
C	ofico	599.326633165829	v_ofico	1	0.5935246384078
C	ofico	600.718592964824	v_ofico	1	0.582121064451648
C	ofico	602.110552763819	v_ofico	1	0.570717490162098
C	ofico	603.502512562814	v_ofico	1	0.559313915513931
C	ofico	604.894472361809	v_ofico	1	0.547910340481198
C	ofico	606.286432160804	v_ofico	1	0.536506765037525
C	ofico	607.678391959799	v_ofico	1	0.525103189156078
C	ofico	609.070351758794	v_ofico	1	0.513699612809427
C	ofico	610.462311557789	v_ofico	1	0.502296035969594
C	ofico	611.854271356784	v_ofico	1	0.490892458608101
C	ofico	613.246231155779	v_ofico	1	0.479488880696031
C	ofico	614.638190954774	v_ofico	1	0.468085302204074
C	ofico	616.030150753769	v_ofico	1	0.45668172310259
C	ofico	617.422110552764	v_ofico	1	0.445278143361655
C	ofico	618.814070351759	v_ofico	1	0.433874562951124
C	ofico	620.206030150754	v_ofico	1	0.422470981840685
C	ofico	621.597989949749	v_ofico	1	0.411067399999915
C	ofico	622.989949748744	v_ofico	1	0.399663817398336
C	ofico	624.381909547739	v_ofico	1	0.388260234005475
C	ofico	625.773869346734	v_ofico	1	0.37685664979092
