vint_moyy,fico_bkt,fico_bkt_coupon
201510,580-620,0.16257911908646003
201510,620-660,0.1452525965379494
201510,660-700,0.11312857142857143
201510,700-740,0.07734123711340206
201510,740+,0.05032517006802721
201510,<540,0.19482479784366577
201511,540-580,0.17307226345083487
201511,580-620,0.15411881264456437
201511,620-660,0.13485670356703566
201511,660-700,0.10794247572815534
201511,700-740,0.07240669642857143
201511,740+,0.04792128279883382
201511,<540,0.1918660535117057
201512,540-580,0.17027639344262296
201512,580-620,0.15182175675675677
201512,620-660,0.12622025440313112
201512,660-700,0.09201241496598639
201512,700-740,0.06834428969359331
201512,740+,0.04327096018735363
201512,<540,0.1924909608540925
201601,540-580,0.17475807407407407
201601,580-620,0.15758430121250797
201601,620-660,0.13539740518962076
201601,660-700,0.11297636761487966
201601,700-740,0.0886697247706422
201601,740+,0.05707346153846154
201601,<540,0.1980813725490196
201602,540-580,0.1840976911976912
201602,580-620,0.16552806933076553
201602,620-660,0.14455130513051304
201602,660-700,0.12416822810590632
201602,700-740,0.09937674418604651
201602,740+,0.06079656357388316
201602,<540,0.20339805321219986
201603,540-580,0.18120844913841022
201603,580-620,0.16558697775366252
201603,620-660,0.14001191088260498
201603,660-700,0.11519554848966614
201603,700-740,0.0914880281690141
201603,740+,0.06549426934097421
201603,<540,0.20046691042047535
201604,540-580,0.18203169781931464
201604,580-620,0.16719147018030514
201604,620-660,0.13993600782778864
201604,660-700,0.1133279146141215
201604,700-740,0.09658775510204082
201604,740+,0.06878730964467004
201604,<540,0.20118645833333335
201605,540-580,0.18010232558139536
201605,580-620,0.16631343042071198
201605,620-660,0.13795536105032824
201605,660-700,0.11486343692870202
201605,700-740,0.09498263473053892
201605,740+,0.06350115207373272
201605,<540,0.2007231563421829
201606,540-580,0.18315227837613918
201606,580-620,0.16671769641495043
201606,620-660,0.15068506787330319
201606,660-700,0.12412295081967213
201606,700-740,0.10735609756097561
201606,740+,0.07095326370757181
201606,<540,0.1995851472471191
201607,540-580,0.18005859133126934
201607,580-620,0.16542695231513477
201607,620-660,0.15113384615384617
201607,660-700,0.12833897996357013
201607,700-740,0.10065686274509804
201607,740+,0.06764329411764707
201607,<540,0.2001682993946065
201608,540-580,0.172684833836858
201608,580-620,0.1572257379596064
201608,620-660,0.14159398986241853
201608,660-700,0.11000119680851064
201608,700-740,0.09448568376068375
201608,740+,0.061040312500000006
201608,<540,0.19460281425891182
201609,540-580,0.16818109523809524
201609,580-620,0.15213361082206037
201609,620-660,0.13917619047619048
201609,660-700,0.11730058207217696
201609,700-740,0.08530158371040723
201609,740+,0.04968358509566969
201609,<540,0.19569294414111718
201610,540-580,0.16554670175438596
