model	var_name1	var_val1	var_name2	var_val2	value
C	employed_f	Missing			0.253751978332282
C	employed_f	Yes			0.252884604948494
C	hm_owner	Missing			0.0798690723515096
C	hm_owner	Own			0.0305872937904641
C	hm_owner	Rent			0.0970423642115155
C	month	April			0.00954988116894193
C	month	August			-0.077900566384698
C	month	December			0.00681746978170416
C	month	February			0.0849323728591646
C	month	July			-0.0723591682509838
C	month	June			-0.134162592502295
C	month	March			0.105716293775294
C	month	May			-0.035810861527884
C	month	November			0.0472321447164397
C	month	October			-0.139363375150621
C	month	September			0.00488506942665463
C	platform_f	Marlette			-1.01255403190466
C	platform_f	Upgrade			0.420549981467996
C	platform_f	Upstart			0.317877094088885
C	purpose	Business			0.0833549276033018
C	purpose	CC			-0.00143463568966713
C	purpose	Home Improvement			0.137538107534283
C	purpose	Medical			0.0898530710584671
C	purpose	Missing			0.1025869163855
C	purpose	Vacation			-0.176886131146725
C	purpose	Vehicle			0.266591838903559
C	intercept	intercept			-1.77818527613266
C	days_to_month_end	0	month_group	30_Day	0.13204850285639
C	days_to_month_end	0.150753768844221	month_group	30_Day	0.127953040408864
C	days_to_month_end	0.301507537688442	month_group	30_Day	0.123861358609482
C	days_to_month_end	0.452261306532663	month_group	30_Day	0.119777238106392
C	days_to_month_end	0.603015075376884	month_group	30_Day	0.115704459547739
C	days_to_month_end	0.753768844221105	month_group	30_Day	0.111646803581669
C	days_to_month_end	0.904522613065327	month_group	30_Day	0.107608050856328
C	days_to_month_end	1.05527638190955	month_group	30_Day	0.103591995246254
C	days_to_month_end	1.20603015075377	month_group	30_Day	0.0996030626010967
C	days_to_month_end	1.35678391959799	month_group	30_Day	0.0956465752337189
C	days_to_month_end	1.50753768844221	month_group	30_Day	0.0917279236161307
C	days_to_month_end	1.65829145728643	month_group	30_Day	0.0878524982203412
C	days_to_month_end	1.80904522613065	month_group	30_Day	0.0840256895183606
C	days_to_month_end	1.95979899497487	month_group	30_Day	0.080252887982198
C	days_to_month_end	2.1105527638191	month_group	30_Day	0.0765394772671545
C	days_to_month_end	2.26130653266332	month_group	30_Day	0.0728907782800101
C	days_to_month_end	2.41206030150754	month_group	30_Day	0.0693120781103222
C	days_to_month_end	2.56281407035176	month_group	30_Day	0.0658086635198782
C	days_to_month_end	2.71356783919598	month_group	30_Day	0.0623858212704613
C	days_to_month_end	2.8643216080402	month_group	30_Day	0.0590488381238574
C	days_to_month_end	3.01507537688442	month_group	30_Day	0.0558030006152016
C	days_to_month_end	3.16582914572864	month_group	30_Day	0.0526532945141845
C	days_to_month_end	3.31658291457286	month_group	30_Day	0.0496038119068934
C	days_to_month_end	3.46733668341709	month_group	30_Day	0.0466584796510763
C	days_to_month_end	3.61809045226131	month_group	30_Day	0.0438212246044779
C	days_to_month_end	3.76884422110553	month_group	30_Day	0.0410959736248478
C	days_to_month_end	3.91959798994975	month_group	30_Day	0.0384866535699312
C	days_to_month_end	4.07035175879397	month_group	30_Day	0.0359971546784072
C	days_to_month_end	4.22110552763819	month_group	30_Day	0.0336303768727409
C	days_to_month_end	4.37185929648241	month_group	30_Day	0.0313881397595507
C	days_to_month_end	4.52261306532663	month_group	30_Day	0.0292722082837533
C	days_to_month_end	4.67336683417085	month_group	30_Day	0.0272843473902723
C	days_to_month_end	4.82412060301507	month_group	30_Day	0.0254263220240256
C	days_to_month_end	4.9748743718593	month_group	30_Day	0.0236998971299336
C	days_to_month_end	5.12562814070352	month_group	30_Day	0.0221065940629403
C	days_to_month_end	5.27638190954774	month_group	30_Day	0.0206463147918327
C	days_to_month_end	5.42713567839196	month_group	30_Day	0.019318300669381
C	days_to_month_end	5.57788944723618	month_group	30_Day	0.0181217910996393
C	days_to_month_end	5.7286432160804	month_group	30_Day	0.0170560254866576
C	days_to_month_end	5.87939698492462	month_group	30_Day	0.0161202432344888
C	days_to_month_end	6.03015075376884	month_group	30_Day	0.0153136804336468
C	days_to_month_end	6.18090452261306	month_group	30_Day	0.0146348707046343
C	days_to_month_end	6.33165829145729	month_group	30_Day	0.0140807803645824
C	days_to_month_end	6.48241206030151	month_group	30_Day	0.0136481636642022
C	days_to_month_end	6.63316582914573	month_group	30_Day	0.0133337748542053
C	days_to_month_end	6.78391959798995	month_group	30_Day	0.0131343681853029
C	days_to_month_end	6.93467336683417	month_group	30_Day	0.0130466979082069
C	days_to_month_end	7.08542713567839	month_group	30_Day	0.013067454704857
C	days_to_month_end	7.23618090452261	month_group	30_Day	0.0131922401778067
