Status	term	grade	C	D1M	D2M	D3M	D4M	PIF	LIQ
			1.0	1.55	1.0	1.0	1.0	1.0	1.0
			1.0	1.55	1.0	1.0	1.0	1.0	1.0
			1.0	1.55	1.0	1.0	1.0	1.0	1.0
			1.0	1.55	1.0	1.0	1.0	1.0	1.0
			1.0	1.55	1.0	1.0	1.0	1.0	1.0
			1.0	1.55	1.0	1.0	1.0	1.0	1.0
			1.0	1.55	1.0	1.0	1.0	1.0	1.0
			1.0	1.55	1.0	1.0	1.0	1.0	1.0
			1.0	1.55	1.0	1.0	1.0	1.0	1.0
			1.0	1.55	1.0	1.0	1.0	1.0	1.0
			1.0	1.55	1.0	1.0	1.0	1.0	1.0
			1.0	1.55	1.0	1.0	1.0	1.0	1.0
			1.0	1.55	1.0	1.0	1.0	1.0	1.0
			1.0	1.55	1.0	1.0	1.0	1.0	1.0
			1.0	1.55	1.0	1.0	1.0	1.0	1.0
			1.0	1.55	1.0	1.0	1.0	1.0	1.0
			1.0	1.55	1.0	1.0	1.0	1.0	1.0
			1.0	1.55	1.0	1.0	1.0	1.0	1.0
			1.0	1.55	1.0	1.0	1.0	1.0	1.0
			1.0	1.55	1.0	1.0	1.0	1.0	1.0
			1.0	1.55	1.0	1.0	1.0	1.0	1.0
			1.0	1.55	1.0	1.0	1.0	1.0	1.0
			1.0	1.55	1.0	1.0	1.0	1.0	1.0
			1.0	1.55	1.0	1.0	1.0	1.0	1.0
			1.0	1.55	1.0	1.0	1.0	1.0	1.0
			1.0	1.55	1.0	1.0	1.0	1.0	1.0
			1.0	1.55	1.0	1.0	1.0	1.0	1.0
			1.0	1.55	1.0	1.0	1.0	1.0	1.0
			1.0	1.55	1.0	1.0	1.0	1.0	1.0
			1.0	1.55	1.0	1.0	1.0	1.0	1.0
			1.0	1.55	1.0	1.0	1.0	1.0	1.0
			1.0	1.55	1.0	1.0	1.0	1.0	1.0
			1.0	1.55	1.0	1.0	1.0	1.0	1.0
			1.0	1.55	1.0	1.0	1.0	1.0	1.0
			1.0	1.55	1.0	1.0	1.0	1.0	1.0
			1.0	1.55	1.0	1.0	1.0	1.0	1.0
			1.0	1.55	1.0	1.0	1.0	1.0	1.0
			1.0	1.55	1.0	1.0	1.0	1.0	1.0
			1.0	1.55	1.0	1.0	1.0	1.0	1.0
			1.0	1.55	1.0	1.0	1.0	1.0	1.0
			1.0	1.55	1.0	1.0	1.0	1.0	1.0
			1.0	1.55	1.0	1.0	1.0	1.0	1.0
			1.0	1.55	1.0	1.0	1.0	1.0	1.0
			1.0	1.55	1.0	1.0	1.0	1.0	1.0
			1.0	1.55	1.0	1.0	1.0	1.0	1.0
			1.0	1.55	1.0	1.0	1.0	1.0	1.0
			1.0	1.55	1.0	1.0	1.0	1.0	1.0
			1.0	1.55	1.0	1.0	1.0	1.0	1.0
			1.0	1.55	1.0	1.0	1.0	1.0	1.0
			1.0	1.55	1.0	1.0	1.0	1.0	1.0
			1.0	1.55	1.0	1.0	1.0	1.0	1.0
			1.0	1.55	1.0	1.0	1.0	1.0	1.0
			1.0	1.55	1.0	1.0	1.0	1.0	1.0
			1.0	1.55	1.0	1.0	1.0	1.0	1.0
			1.0	1.55	1.0	1.0	1.0	1.0	1.0
			1.0	1.55	1.0	1.0	1.0	1.0	1.0
			1.0	1.55	1.0	1.0	1.0	1.0	1.0
D1M	36	UP-E	1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
D2M	36	UP-E	1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
D3M	36	UP-E	1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
D4M	36	UP-E	1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
PIF	36	UP-E	1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
LIQ	36	UP-E	1.0	1.0	1.0	1.0	1.0	1.0	1.0
			1.0	1.0	1.0	1.0	1.0	1.0	1.0
