Status	term	grade	C	D1M	D2M	D3M	D4M	PIF	LIQ
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
C	60	4.0-6.9	1.0	6.570000	1.0	1.0	1.0	1.614000	1.0
			1.0	2.765000	1.0	1.0	1.0	1.614000	1.0
			1.0	1.667000	1.0	1.0	1.0	1.614000	1.0
			1.0	1.660000	1.0	1.0	1.0	1.614000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.614000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.614000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.614000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.614000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.614000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.614000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.614000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.614000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.614000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.614000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.614000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.614000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.614000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.614000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.614000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.614000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
C	60	7.0-9.0	1.0	1.000000	1.0	1.0	1.0	1.881000	1.0
			1.0	1.879000	1.0	1.0	1.0	1.881000	1.0
			1.0	1.018000	1.0	1.0	1.0	1.881000	1.0
			1.0	0.952000	1.0	1.0	1.0	1.881000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.881000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.881000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.881000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.881000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.881000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.881000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.881000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.881000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.881000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.881000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.881000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.881000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.881000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.881000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.881000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.881000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
			1.0	1.000000	1.0	1.0	1.0	1.000000	1.0
